,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Opponent,,,,,,,,,,,,,,,,
147,Louisiana NCAA,35,23,12,0.657,2.91,-0.28,,11,7,,13,2,,6,9,,2835,2633,,1430,907,2032,0.446,205,614,0.334,614,885,0.694,400,1214,412,212,184,483,744
148,Louisiana State,34,20,14,0.588,10.05,6.61,,9,9,,13,3,,4,9,,2540,2423,,1375,833,2010,0.414,212,593,0.358,545,778,0.701,412,1240,389,235,126,433,607
149,Louisiana Tech,37,29,8,0.784,12.44,-1.2,,13,3,,14,1,,10,5,,2998,2460,,1485,871,2099,0.415,180,577,0.312,538,807,0.667,415,1351,379,205,127,606,761
150,Louisiana-Monroe,27,10,17,0.37,-5.21,0.02,,7,11,,6,6,,4,10,,1738,1851,,1100,652,1516,0.43,177,543,0.326,370,562,0.658,297,944,343,193,108,296,470
151,Louisville NCAA,37,31,6,0.838,24.69,4.8,,15,3,,16,2,,9,2,,2998,2262,,1480,786,1983,0.396,170,594,0.286,518,761,0.681,434,1285,387,169,103,638,755
152,Loyola (IL),32,10,22,0.313,-4.75,-1.14,,4,14,,8,6,,0,14,,2105,2199,,1300,760,1670,0.455,194,551,0.352,485,688,0.705,317,1027,395,214,97,372,590
153,Loyola (MD),30,11,19,0.367,-10.58,-3.23,,6,12,,7,7,,4,12,,1957,2158,,1215,737,1607,0.459,203,502,0.404,481,654,0.735,344,1088,420,161,116,413,549
154,Loyola Marymount,32,13,19,0.406,-0.49,4.03,,4,14,,6,6,,3,10,,2345,2468,,1266,850,1824,0.466,197,535,0.368,571,779,0.733,385,1163,461,195,116,441,603
155,Maine,29,6,23,0.207,-17.58,-4.72,,4,12,,4,9,,1,12,,2091,2404,,1165,856,1824,0.469,208,583,0.357,484,705,0.687,378,1171,461,214,110,387,519
156,Manhattan NCAA,33,25,8,0.758,6.04,-0.9,,15,5,,9,3,,12,4,,2540,2311,,1350,739,1809,0.409,164,502,0.327,669,956,0.7,409,1199,390,207,157,515,772
157,Marist,31,12,19,0.387,-4.94,-1.27,,9,11,,9,4,,3,11,,2119,2233,,1260,780,1750,0.446,211,553,0.382,462,671,0.689,356,1148,392,203,99,415,595
158,Marquette,32,17,15,0.531,10.08,6.61,,9,9,,12,4,,4,8,,2310,2199,,1320,749,1772,0.423,241,660,0.365,460,686,0.671,332,1064,453,175,125,422,678
159,Marshall,33,11,22,0.333,-4.42,-1.32,,4,12,,8,8,,2,12,,2385,2375,,1330,835,1889,0.442,197,624,0.316,508,793,0.641,411,1268,442,208,113,446,671
160,Maryland,32,17,15,0.531,11.33,8.08,,9,9,,12,4,,2,8,,2270,2166,,1295,735,1761,0.417,194,569,0.341,502,742,0.677,331,1094,366,200,123,410,595
161,Maryland-Baltimore County,30,9,21,0.3,-14.21,-6.55,,5,11,,8,5,,1,16,,1968,2185,,1230,683,1528,0.447,200,546,0.366,619,879,0.704,310,1103,392,225,101,462,605
162,Maryland-Eastern Shore,30,6,24,0.2,-17.03,-6.61,,4,12,,5,8,,1,15,,1996,2251,,1199,775,1634,0.474,199,536,0.371,502,702,0.715,338,1064,449,169,91,389,570
163,Massachusetts NCAA,33,24,9,0.727,10.61,6,,10,6,,11,2,,7,4,,2502,2350,,1325,843,1986,0.424,165,535,0.308,499,739,0.675,400,1172,466,204,182,445,643
164,Massachusetts-Lowell,28,10,18,0.357,-13.71,-4.53,,8,8,,6,6,,4,12,,1718,1938,,1125,692,1560,0.444,172,536,0.321,382,538,0.71,338,1021,431,179,88,336,527
165,McNeese State,31,11,20,0.355,-13.15,-4.01,,9,9,,7,3,,3,14,,2111,2358,,1250,814,1847,0.441,245,647,0.379,485,676,0.717,408,1226,466,213,109,398,546
166,Memphis NCAA,34,24,10,0.706,13.02,7.14,,12,6,,15,2,,5,5,,2614,2397,,1370,888,2029,0.438,180,585,0.308,441,681,0.648,421,1192,453,269,135,490,679
167,Mercer NCAA,36,27,9,0.75,5.33,-3.42,,14,4,,17,1,,9,7,,2836,2410,,1492,812,2024,0.401,236,780,0.303,550,787,0.699,399,1190,429,201,109,452,697
168,Miami (FL),33,17,16,0.515,7.6,5.63,,7,11,,8,8,,6,6,,2029,1964,,1345,695,1713,0.406,221,623,0.355,353,534,0.661,340,1058,373,162,88,319,538
169,Miami (OH),31,13,18,0.419,-4.37,0.13,,8,10,,8,6,,5,11,,2023,2160,,1250,767,1666,0.46,258,681,0.379,368,541,0.68,295,1056,469,190,128,454,514
170,Michigan NCAA,37,28,9,0.757,18.52,9.65,,15,3,,13,2,,7,4,,2736,2408,,1490,905,2035,0.445,201,632,0.318,397,543,0.731,364,1154,437,181,100,398,626
171,Michigan State NCAA,38,29,9,0.763,19.35,9.38,,12,6,,12,4,,7,3,,2870,2491,,1535,817,2058,0.397,252,760,0.332,605,829,0.73,375,1208,405,214,110,449,669
172,Middle Tennessee,33,24,9,0.727,4.77,-0.78,,13,3,,14,2,,8,5,,2339,2067,,1330,696,1694,0.411,170,527,0.323,505,748,0.675,330,1053,321,208,95,478,662
173,Milwaukee NCAA,35,21,14,0.6,-1.53,-0.44,,7,9,,7,6,,10,6,,2465,2469,,1415,869,1991,0.436,204,657,0.311,527,707,0.745,373,1241,415,240,132,445,736
174,Minnesota,38,25,13,0.658,11.75,8.34,,8,10,,18,3,,4,7,,2715,2574,,1545,867,2036,0.426,247,721,0.343,593,810,0.732,400,1259,484,227,159,472,722
175,Mississippi,33,19,14,0.576,7.84,5.36,,9,9,,12,5,,4,8,,2482,2400,,1335,794,1894,0.419,246,709,0.347,566,821,0.689,432,1292,479,178,138,462,651
176,Mississippi State,33,14,19,0.424,-0.86,2.75,,3,15,,11,7,,0,10,,2234,2353,,1330,847,1872,0.452,219,672,0.326,440,617,0.713,350,1163,435,213,114,461,654
177,Mississippi Valley State,32,9,23,0.281,-21.08,-8.35,,5,13,,6,4,,1,17,,2293,2582,,1281,905,1818,0.498,172,469,0.367,600,884,0.679,335,1211,379,229,126,461,607
178,Missouri,35,23,12,0.657,10.06,6.86,,9,9,,16,3,,3,7,,2553,2441,,1415,833,2011,0.414,256,772,0.332,519,759,0.684,403,1123,435,202,122,370,734
179,Missouri State,33,20,13,0.606,0.81,1.22,,9,9,,14,3,,4,8,,2262,2251,,1335,767,1726,0.444,222,631,0.352,495,742,0.667,317,1120,422,183,112,392,647
180,Monmouth,32,11,21,0.344,-6.96,-2.9,,5,15,,8,8,,3,12,,2208,2338,,1295,756,1720,0.44,251,711,0.353,575,836,0.688,344,1156,395,206,181,479,650
181,Montana,30,17,13,0.567,-4.52,-5.23,,12,8,,11,3,,6,9,,2123,2070,,1225,721,1517,0.475,163,452,0.361,465,687,0.677,317,971,311,137,84,356,613
182,Montana State,31,14,17,0.452,-10.7,-5.83,,9,11,,9,5,,5,10,,2109,2165,,1245,749,1608,0.466,220,596,0.369,447,618,0.723,249,1014,390,185,83,403,571
183,Morehead State,34,20,14,0.588,-1.88,-3.1,,10,6,,9,5,,9,7,,2603,2483,,1385,809,1806,0.448,211,609,0.346,654,924,0.708,310,1038,449,237,169,518,798
184,Morgan State,31,15,16,0.484,-5.81,-5.03,,11,5,,7,4,,5,9,,2215,2239,,1265,764,1761,0.434,184,517,0.356,527,788,0.669,384,1174,389,190,114,434,636
185,Mount St. Mary's NCAA,33,16,17,0.485,-6.32,-4.44,,9,7,,10,3,,6,13,,2504,2566,,1330,960,1939,0.495,155,464,0.334,491,669,0.734,357,1207,435,190,90,439,602
186,Murray State,34,23,11,0.676,0.98,-3.58,,13,3,,17,1,,6,9,,2647,2446,,1370,896,2012,0.445,185,574,0.322,469,699,0.671,401,1160,414,206,107,400,700
187,Navy,30,9,21,0.3,-11.95,-5.46,,4,14,,7,6,,2,15,,1820,1957,,1215,652,1487,0.438,197,556,0.354,456,638,0.715,276,1035,367,192,95,398,505
188,NC State NCAA,36,22,14,0.611,9.02,7.44,,9,9,,13,6,,6,6,,2561,2504,,1460,851,1997,0.426,196,611,0.321,606,851,0.712,453,1266,406,205,124,414,703
189,Nebraska NCAA,32,19,13,0.594,10.13,8.5,,11,7,,15,1,,3,8,,2137,2085,,1280,696,1659,0.42,186,590,0.315,507,744,0.681,319,1121,354,168,101,397,602
190,Nevada,32,15,17,0.469,1.98,3.48,,10,8,,7,8,,8,6,,2316,2364,,1320,796,1814,0.439,223,666,0.335,549,734,0.748,353,1133,449,156,105,341,591
191,Nevada-Las Vegas,33,20,13,0.606,8.55,2.76,,10,8,,12,7,,6,5,,2355,2164,,1330,817,2028,0.403,171,566,0.302,359,522,0.688,404,1201,380,172,120,338,650
192,New Hampshire,30,6,24,0.2,-13.97,-5.9,,4,12,,3,11,,3,12,,1735,1945,,1206,642,1573,0.408,171,533,0.321,490,684,0.716,297,1061,326,187,83,324,514
193,New Mexico NCAA,34,27,7,0.794,12.72,4.84,,15,3,,13,2,,8,2,,2516,2248,,1380,776,1995,0.389,243,699,0.348,453,625,0.725,368,1115,388,193,99,338,703
194,New Mexico State NCAA,36,26,10,0.722,6.16,-2.58,,12,4,,14,1,,8,7,,2771,2415,,1455,863,2153,0.401,162,492,0.329,527,720,0.732,457,1170,340,201,92,397,806
195,New Orleans,26,11,15,0.423,-15.03,-5.53,,8,10,,6,6,,5,9,,1858,1987,,1040,698,1500,0.465,155,442,0.351,436,628,0.694,289,906,399,230,115,390,581
196,Niagara,33,7,26,0.212,-8.16,-1.34,,3,17,,4,9,,1,14,,2484,2709,,1320,909,1870,0.486,228,593,0.384,663,946,0.701,381,1247,497,194,141,493,740
197,Nicholls State,29,14,15,0.483,-13.13,-7.67,,10,8,,9,2,,4,12,,1986,2114,,1170,677,1453,0.466,142,417,0.341,618,872,0.709,282,1002,330,172,88,377,563
198,NJIT,29,13,16,0.448,-12.52,-7.48,,,,,7,6,,6,10,,2109,2061,,1170,677,1600,0.423,215,635,0.339,492,707,0.696,320,1026,391,182,131,391,541
199,Norfolk State,34,19,15,0.559,-7.82,-7.17,,11,5,,7,4,,7,8,,2428,2398,,1370,788,1845,0.427,247,707,0.349,575,809,0.711,382,1082,414,202,120,423,620
200,North Carolina NCAA,34,24,10,0.706,15.24,8.42,,13,5,,15,3,,6,5,,2604,2372,,1370,810,1949,0.416,211,665,0.317,541,807,0.67,395,1179,374,202,136,462,717
201,North Carolina A&T,32,9,23,0.281,-16.43,-7.4,,5,11,,7,5,,1,17,,2089,2342,,1295,741,1720,0.431,231,644,0.359,629,915,0.687,365,1134,445,219,125,394,747
202,North Carolina Central NCAA,34,28,6,0.824,3.97,-8.03,,16,1,,14,0,,11,5,,2513,2023,,1380,658,1726,0.381,186,618,0.301,521,753,0.692,382,1080,328,187,143,534,672
203,North Dakota,34,17,17,0.5,-6.84,-3.78,,12,8,,11,3,,4,11,,2526,2537,,1359,870,1776,0.49,170,472,0.36,627,847,0.74,328,1152,395,177,108,499,672
204,North Dakota State NCAA,33,26,7,0.788,6.31,-0.02,,12,2,,12,1,,10,5,,2492,2164,,1325,722,1709,0.422,222,599,0.371,498,664,0.75,290,950,368,168,63,381,599
205,North Florida,32,16,16,0.5,-7.52,-3.32,,10,8,,9,5,,7,11,,2318,2377,,1285,851,1861,0.457,182,511,0.356,493,745,0.662,347,1091,374,262,121,350,634
206,North Texas,32,16,16,0.5,-4.67,-1.53,,6,10,,9,7,,6,6,,2228,2313,,1295,794,1843,0.431,197,564,0.349,528,784,0.673,355,1203,355,186,125,397,610
207,Northeastern,32,11,21,0.344,-3.11,-0.3,,7,9,,4,8,,4,9,,2109,2199,,1295,798,1767,0.452,200,539,0.371,403,590,0.683,319,1062,376,214,149,358,637
208,Northern Arizona,32,15,17,0.469,-6.6,-4.37,,12,8,,9,4,,6,10,,2144,2189,,1290,750,1639,0.458,229,577,0.397,460,645,0.713,275,953,386,188,89,379,542
209,Northern Colorado,32,18,14,0.563,-4.33,-6.09,,11,9,,13,3,,4,11,,2364,2248,,1295,771,1653,0.466,208,554,0.375,498,679,0.733,294,954,397,154,107,391,580
210,Northern Illinois,32,15,17,0.469,-3.54,-1.28,,8,10,,10,7,,5,9,,1992,2012,,1305,665,1634,0.407,192,632,0.304,490,741,0.661,338,1062,344,218,121,430,646
211,Northern Iowa,31,16,15,0.516,5.29,2.85,,10,8,,11,2,,3,10,,2256,2149,,1250,741,1675,0.442,219,607,0.361,448,625,0.717,284,1047,344,183,88,352,602
212,Northern Kentucky,30,9,21,0.3,-10.53,-4.97,,5,13,,7,7,,2,12,,2044,2211,,1215,737,1569,0.47,200,530,0.377,537,766,0.701,310,1031,343,171,119,329,494
213,Northwestern,33,14,19,0.424,4.72,8.57,,6,12,,8,9,,5,7,,1964,2091,,1330,735,1787,0.411,171,542,0.315,450,680,0.662,364,1224,410,202,135,342,601
214,Northwestern State,31,17,14,0.548,-3.59,-4.66,,12,6,,10,3,,6,10,,2686,2599,,1260,909,2003,0.454,227,653,0.348,554,826,0.671,453,1254,500,208,112,504,656
215,Notre Dame,32,15,17,0.469,8.19,6.78,,6,12,,13,6,,1,9,,2303,2258,,1305,802,1780,0.451,225,584,0.385,429,571,0.751,318,1044,457,190,114,351,509
216,Oakland,33,13,20,0.394,-2.23,2.78,,7,9,,10,5,,3,11,,2455,2554,,1334,866,1786,0.485,279,719,0.388,543,757,0.717,314,1192,533,184,115,455,627
217,Ohio,37,25,12,0.676,2.7,-1.17,,11,7,,14,7,,10,4,,2647,2480,,1465,822,1990,0.413,194,616,0.315,585,826,0.708,402,1252,409,242,93,445,632
218,Ohio State NCAA,35,25,10,0.714,17.84,8.12,,10,8,,17,3,,5,5,,2432,2092,,1410,761,1873,0.406,173,591,0.293,397,558,0.711,354,1177,333,144,105,502,676
219,Oklahoma NCAA,33,23,10,0.697,14.91,8.97,,12,6,,14,3,,5,4,,2704,2508,,1335,864,1976,0.437,236,690,0.342,544,761,0.715,369,1198,412,195,112,426,689
220,Oklahoma State NCAA,34,21,13,0.618,19.02,8.34,,8,10,,13,3,,3,7,,2728,2365,,1391,801,1957,0.409,211,645,0.327,552,803,0.687,409,1262,373,208,123,484,736
221,Old Dominion,36,18,18,0.5,-1.12,-0.81,,9,7,,12,6,,5,9,,2311,2322,,1450,777,1848,0.42,214,597,0.358,554,825,0.672,374,1208,378,227,143,458,686
222,Omaha,32,17,15,0.531,-1.19,-2.78,,5,9,,11,4,,6,11,,2558,2404,,1290,864,1885,0.458,188,562,0.335,488,674,0.724,348,1157,435,215,122,509,610
223,Oral Roberts,33,17,16,0.515,-2.94,-4.43,,10,8,,9,4,,5,11,,2357,2287,,1330,783,1809,0.433,186,514,0.362,535,768,0.697,349,1074,374,189,104,356,633
224,Oregon NCAA,34,24,10,0.706,15.75,8.05,,10,8,,15,3,,5,5,,2783,2521,,1385,838,1907,0.439,198,611,0.324,647,912,0.709,377,1125,422,166,125,458,697
225,Oregon State,32,16,16,0.5,6.03,5.87,,8,10,,12,5,,3,9,,2425,2420,,1295,857,1908,0.449,216,587,0.368,490,703,0.697,373,1066,475,204,107,336,690
226,Pacific,34,18,16,0.529,1.74,3.25,,6,12,,10,5,,5,9,,2484,2523,,1365,806,1768,0.456,261,672,0.388,650,918,0.708,303,1081,475,204,130,398,703
227,Penn State,34,16,18,0.471,7.68,7.06,,6,12,,10,8,,4,8,,2409,2388,,1375,763,1843,0.414,233,662,0.352,629,882,0.713,348,1174,409,180,151,374,660
228,Pennsylvania,28,8,20,0.286,-6.59,-0.01,,5,9,,6,8,,2,12,,1911,2095,,1125,668,1581,0.423,210,548,0.383,549,782,0.702,353,1022,371,209,113,359,520
229,Pepperdine,31,15,16,0.484,0.8,2.6,,8,10,,8,6,,6,7,,2206,2247,,1245,787,1793,0.439,215,586,0.367,458,675,0.679,358,1068,442,211,117,320,558
230,Pittsburgh NCAA,36,26,10,0.722,17.46,7.54,,11,7,,13,5,,7,2,,2586,2229,,1466,771,1872,0.412,205,628,0.326,482,682,0.707,352,1079,406,171,144,440,673
231,Portland,31,15,16,0.484,4.77,1.73,,7,11,,10,6,,3,9,,2327,2233,,1270,747,1741,0.429,208,564,0.369,531,761,0.698,327,1045,389,219,98,355,608
232,Portland State,32,17,15,0.531,-7.59,-5.59,,11,9,,12,5,,4,9,,2320,2311,,1310,815,1733,0.47,185,502,0.369,496,688,0.721,333,1082,448,168,104,426,663
233,Prairie View,34,11,23,0.324,-16.72,-7.99,,6,12,,6,6,,2,16,,2362,2623,,1405,883,1905,0.464,207,597,0.347,650,956,0.68,438,1322,474,232,140,469,662
234,Presbyterian,32,6,26,0.188,-20.71,-7.51,,2,14,,5,8,,1,15,,2092,2445,,1280,907,1931,0.47,254,679,0.374,377,539,0.699,373,1185,450,217,92,323,514
235,Princeton,30,21,9,0.7,3.01,-2.4,,8,6,,11,2,,9,6,,2118,1931,,1220,679,1584,0.429,150,462,0.325,423,577,0.733,249,980,313,183,92,369,551
236,Providence NCAA,35,23,12,0.657,11.37,7.85,,10,8,,13,3,,5,6,,2566,2443,,1450,893,2017,0.443,188,574,0.328,469,681,0.689,374,1163,422,200,113,383,689
237,Purdue,32,15,17,0.469,8.21,7.62,,5,13,,12,5,,2,8,,2312,2293,,1310,771,1842,0.419,203,623,0.326,548,772,0.71,357,1143,409,216,171,371,632
238,Purdue Fort Wayne,36,25,11,0.694,-0.2,-3.87,,10,4,,13,2,,8,8,,2774,2555,,1405,907,1955,0.464,219,626,0.35,448,623,0.719,317,1057,431,202,103,429,680
239,Quinnipiac,32,20,12,0.625,-0.13,-2.41,,14,6,,10,3,,8,8,,2521,2448,,1290,869,2014,0.431,197,568,0.347,513,730,0.703,348,1078,400,190,150,275,743
240,Radford,35,22,13,0.629,-7.9,-8.31,,10,6,,10,4,,9,8,,2729,2600,,1405,925,1992,0.464,218,575,0.379,532,760,0.7,377,1188,415,191,103,443,666
241,Rhode Island,32,14,18,0.438,2.87,3.26,,5,11,,10,6,,3,11,,2169,2178,,1285,762,1775,0.429,143,499,0.287,511,762,0.671,351,1085,336,230,137,374,648
242,Rice,30,7,23,0.233,-9.43,-0.43,,2,14,,5,9,,1,11,,1853,2083,,1225,691,1610,0.429,185,539,0.343,516,732,0.705,312,1132,379,212,90,335,520
243,Richmond,33,19,14,0.576,5.7,4.3,,8,8,,12,4,,5,8,,2196,2150,,1340,738,1791,0.412,167,555,0.301,507,723,0.701,402,1272,342,177,116,433,651
244,Rider,31,14,17,0.452,-4.34,-1.69,,9,11,,6,7,,6,8,,2292,2374,,1260,801,1705,0.47,235,611,0.385,537,746,0.72,323,1062,438,197,114,413,665
245,Robert Morris,36,22,14,0.611,-3.52,-3.79,,14,2,,12,3,,10,11,,2593,2583,,1445,895,1978,0.452,259,772,0.335,534,759,0.704,380,1240,522,193,147,462,631
246,Rutgers,33,12,21,0.364,-0.29,5.8,,5,13,,10,10,,1,10,,2347,2515,,1320,835,1868,0.447,238,642,0.371,607,834,0.728,373,1190,455,218,117,400,661
247,Sacramento State,30,14,16,0.467,-8.04,-5.54,,10,10,,11,3,,3,12,,2070,2079,,1210,697,1514,0.46,170,494,0.344,515,744,0.692,290,948,397,158,80,351,557
248,Sacred Heart,31,5,26,0.161,-12.93,-5.97,,2,14,,1,10,,4,13,,2162,2378,,1255,797,1732,0.46,216,632,0.342,568,765,0.742,341,1133,417,194,136,396,558
249,Saint Francis (PA),31,10,21,0.323,-13.2,-5.65,,7,9,,5,8,,5,13,,1916,2150,,1240,789,1686,0.468,190,507,0.375,382,507,0.753,311,1109,338,161,112,343,515
250,Saint Joseph's NCAA,34,24,10,0.706,9.05,5.08,,11,5,,11,4,,8,4,,2433,2298,,1365,825,1966,0.42,231,676,0.342,417,602,0.693,343,1123,459,224,81,344,649
251,Saint Louis NCAA,34,27,7,0.794,11.63,4.24,,13,3,,14,3,,11,1,,2374,2105,,1375,755,1875,0.403,139,481,0.289,456,665,0.686,354,1182,354,244,152,485,655
252,Saint Mary's (CA),35,23,12,0.657,9.35,4.29,,11,7,,16,3,,6,6,,2502,2292,,1406,805,1797,0.448,161,477,0.338,521,732,0.712,328,1046,373,207,120,410,708
253,Saint Peter's,31,14,17,0.452,-5.88,-3.27,,9,11,,8,5,,5,11,,1961,2042,,1250,692,1650,0.419,187,562,0.333,471,674,0.699,335,1071,353,176,100,360,613
254,Sam Houston,35,24,11,0.686,-4.45,-7.6,,13,5,,12,2,,7,7,,2647,2431,,1420,806,1831,0.44,187,552,0.339,632,887,0.713,368,1154,491,212,109,493,775
255,Samford,33,13,20,0.394,-14.91,-7.41,,6,10,,10,4,,2,15,,2327,2521,,1325,855,1847,0.463,225,608,0.37,586,858,0.683,384,1156,466,203,133,385,615
256,San Diego,35,18,17,0.514,2.16,1.97,,7,11,,10,7,,6,8,,2362,2283,,1400,796,1865,0.427,212,624,0.34,479,685,0.699,360,1143,412,205,100,398,643
257,San Diego State NCAA,36,31,5,0.861,14.95,4.86,,16,2,,15,1,,9,2,,2530,2052,,1450,734,1904,0.386,174,604,0.288,410,607,0.675,370,1180,357,154,151,490,705
258,San Francisco,33,21,12,0.636,5.92,4.28,,13,5,,13,6,,7,5,,2469,2357,,1341,804,1831,0.439,227,649,0.35,522,745,0.701,340,1085,374,184,108,386,696
259,San Jose State,31,7,24,0.226,-7.96,3.05,,1,17,,4,9,,3,12,,1938,2222,,1255,746,1729,0.431,210,597,0.352,520,773,0.673,338,1138,414,204,118,303,511
260,Santa Clara,33,14,19,0.424,0.88,3.01,,6,12,,7,8,,5,8,,2340,2325,,1325,798,1742,0.458,152,426,0.357,577,800,0.721,349,1176,400,149,105,398,626
261,Savannah State,32,13,19,0.406,-9.57,-5.37,,10,6,,7,5,,5,11,,1968,2057,,1295,673,1641,0.41,146,472,0.309,565,808,0.699,381,1127,349,228,129,469,574
262,Seattle,30,13,17,0.433,-5.86,-4.11,,5,11,,7,7,,5,9,,2139,2119,,1215,688,1623,0.424,186,551,0.338,557,773,0.721,312,994,368,204,97,390,542
263,Seton Hall,34,17,17,0.5,7.53,5.56,,6,12,,10,8,,4,7,,2442,2375,,1385,811,1828,0.444,212,607,0.349,541,761,0.711,322,1123,411,190,133,417,664
264,Siena,38,20,18,0.526,-0.86,-0.15,,11,9,,14,5,,6,9,,2635,2662,,1540,860,2078,0.414,218,660,0.33,724,1070,0.677,485,1327,408,260,203,482,805
265,South Alabama,31,11,20,0.355,-5.08,-0.51,,5,13,,10,6,,1,12,,2136,2182,,1260,759,1750,0.434,180,530,0.34,484,705,0.687,341,1122,353,161,113,357,574
266,South Carolina,34,14,20,0.412,5.41,6.96,,5,13,,9,7,,1,11,,2323,2376,,1360,753,1728,0.436,195,599,0.326,675,985,0.685,376,1097,421,255,165,454,718
267,South Carolina State,30,9,21,0.3,-17.21,-5.96,,5,11,,7,6,,2,14,,1883,2180,,1220,743,1675,0.444,195,578,0.337,499,723,0.69,363,1103,393,215,119,372,544
268,South Carolina Upstate,34,19,15,0.559,-2.02,-4.61,,11,7,,12,3,,5,12,,2492,2349,,1380,782,1927,0.406,269,787,0.342,516,711,0.726,379,1155,422,213,92,426,638
269,South Dakota,30,12,18,0.4,-7.07,-0.81,,6,8,,10,3,,2,13,,2084,2152,,1205,741,1688,0.439,220,574,0.383,450,624,0.721,301,1003,390,185,98,329,534
270,South Dakota State,32,19,13,0.594,-0.17,-1.93,,10,4,,10,3,,7,8,,2315,2198,,1280,773,1736,0.445,200,560,0.357,452,631,0.716,239,962,376,216,90,353,666
271,South Florida,32,12,20,0.375,-0.52,4.6,,3,15,,7,10,,5,7,,2100,2264,,1295,809,1831,0.442,203,549,0.37,443,621,0.713,358,1124,422,213,148,375,612
272,Southeast Missouri State,32,18,14,0.563,-5.49,-6.59,,8,8,,9,4,,5,9,,2654,2514,,1297,839,1882,0.446,244,654,0.373,591,801,0.738,331,1063,429,216,73,388,626
273,Southeastern Louisiana,30,12,18,0.4,-13.06,-7.67,,7,11,,8,5,,4,11,,2085,2172,,1210,756,1678,0.451,173,507,0.341,487,721,0.675,344,1088,402,163,104,329,557
274,Southern,32,19,13,0.594,-4.22,-7.95,,15,3,,10,4,,9,8,,2278,2006,,1290,634,1700,0.373,160,539,0.297,578,885,0.653,355,1116,268,200,107,419,615
275,Southern California,32,11,21,0.344,2.6,8.02,,2,16,,8,8,,2,10,,2258,2410,,1295,843,1962,0.43,218,674,0.323,506,740,0.684,394,1182,473,237,133,359,600
276,Southern Illinois,33,14,19,0.424,-0.46,0.23,,9,9,,9,5,,3,11,,2208,2208,,1325,735,1678,0.438,223,665,0.335,515,721,0.714,331,1040,394,187,119,424,660
277,SIU Edwardsville,31,11,20,0.355,-10.61,-5.33,,7,9,,9,5,,2,12,,2264,2364,,1245,851,1713,0.497,184,533,0.345,478,695,0.688,325,1054,446,207,94,433,582
278,Southern Methodist,37,27,10,0.73,13.73,4.97,,12,6,,18,1,,6,6,,2627,2303,,1480,762,1977,0.385,248,773,0.321,531,765,0.694,409,1157,434,287,139,518,739
279,Southern Mississippi,36,29,7,0.806,6.84,-0.08,,13,3,,15,0,,10,6,,2596,2280,,1445,747,1754,0.426,263,773,0.34,523,803,0.651,341,1054,480,216,115,565,748
280,Southern Utah,29,2,27,0.069,-19.9,-3.19,,1,19,,2,11,,0,16,,1710,2171,,1165,702,1470,0.478,158,416,0.38,609,844,0.722,306,1040,331,199,86,321,539
281,St. Bonaventure,33,18,15,0.545,5.92,2.64,,6,10,,10,4,,4,9,,2421,2313,,1320,778,1741,0.447,208,586,0.355,549,783,0.701,347,1075,404,198,116,485,684
282,St. Francis (NY),32,18,14,0.563,-4.64,-5.9,,9,7,,10,3,,7,11,,2207,2139,,1295,717,1748,0.41,154,463,0.333,551,755,0.73,331,1087,339,199,105,396,585
283,St. John's (NY),33,20,13,0.606,11.68,6.56,,10,8,,14,5,,4,5,,2403,2234,,1345,761,1861,0.409,210,608,0.345,502,709,0.708,375,1200,391,176,102,434,652
284,Stanford NCAA,36,23,13,0.639,13.42,9,,10,8,,12,4,,6,5,,2616,2457,,1445,844,2006,0.421,237,680,0.349,532,743,0.716,355,1193,479,196,89,413,746
285,Stephen F. Austin NCAA,35,32,3,0.914,4.82,-6.76,,18,0,,15,0,,14,2,,2661,2219,,1410,746,1643,0.454,148,431,0.343,579,840,0.689,293,1018,361,180,122,555,710
286,Stetson,31,7,24,0.226,-15.81,-4.97,,5,13,,6,6,,1,15,,1916,2252,,1248,786,1687,0.466,227,606,0.375,453,633,0.716,363,1125,437,208,115,377,569
287,Stony Brook,34,23,11,0.676,-1.71,-6.47,,13,3,,12,3,,8,6,,2426,2253,,1367,744,1796,0.414,240,726,0.331,525,740,0.709,313,1059,415,233,119,428,660
288,Syracuse NCAA,34,28,6,0.824,16.05,7.25,,14,4,,16,2,,8,2,,2311,2012,,1370,685,1669,0.41,233,676,0.345,409,612,0.668,346,1072,438,146,104,455,601
289,TCU,31,9,22,0.29,-1.33,7.9,,0,18,,5,10,,3,9,,1973,2247,,1240,798,1795,0.445,205,597,0.343,446,630,0.708,415,1218,494,174,109,387,621
290,Temple,31,9,22,0.29,2.69,6.88,,4,14,,4,9,,2,9,,2291,2421,,1265,879,1855,0.474,193,539,0.358,470,690,0.681,369,1171,450,180,154,343,547
291,Tennessee NCAA,37,24,13,0.649,17.34,7.84,,11,7,,14,3,,4,7,,2672,2283,,1490,823,1991,0.413,192,556,0.345,445,631,0.705,351,1108,376,194,134,399,730
292,Tennessee State,30,5,25,0.167,-9.82,-1.99,,4,12,,3,10,,2,13,,2061,2265,,1205,744,1606,0.463,184,545,0.338,593,823,0.721,319,1029,373,172,116,335,588
293,Tennessee Tech,33,17,16,0.515,-8.09,-4.57,,9,7,,10,4,,6,9,,2376,2376,,1319,776,1727,0.449,189,538,0.351,635,895,0.709,347,1068,396,242,86,470,651
