,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Opponent,,,,,,,,,,,,,,,,
149,Loyola (MD),17,6,11,0.353,-2.29,-3.47,,4,10,,3,4,,3,7,,1226,1206,,710,421,981,0.429,126,363,0.347,238,328,0.726,154,573,216,137,51,234,332
150,Loyola Marymount,22,13,9,0.591,5.55,4.05,,7,5,,8,3,,4,5,,1529,1496,,885,526,1182,0.445,149,432,0.345,295,411,0.718,143,600,287,150,73,259,433
151,Maine,9,2,7,0.222,-15.66,-4.21,,2,6,,1,1,,1,6,,478,581,,360,208,487,0.427,59,190,0.311,106,151,0.702,92,319,107,74,19,122,140
152,Manhattan,20,7,13,0.35,-12.2,-8.35,,6,12,,4,6,,3,6,,1268,1345,,825,443,1044,0.424,114,345,0.33,345,489,0.706,197,738,246,121,82,311,405
153,Marist,21,12,9,0.571,-8.99,-8.8,,10,8,,6,3,,6,5,,1332,1336,,850,460,1174,0.392,154,499,0.309,262,378,0.693,197,727,250,142,59,255,369
154,Marquette,27,13,14,0.481,8.51,8.58,,8,11,,7,7,,6,6,,1883,1885,,1085,666,1609,0.414,202,596,0.339,351,483,0.727,285,913,362,197,86,294,481
155,Marshall,22,15,7,0.682,5.7,-1.66,,9,5,,9,3,,6,3,,1758,1596,,885,587,1351,0.434,175,488,0.359,247,372,0.664,234,819,263,154,60,321,342
156,Maryland NCAA,31,17,14,0.548,13.94,11.97,,9,11,,11,6,,4,6,,2135,2034,,1240,729,1777,0.41,256,742,0.345,320,448,0.714,283,1052,377,177,84,342,521
157,Maryland-Baltimore County,20,14,6,0.7,-1.05,-5.7,,10,4,,5,4,,9,2,,1391,1298,,800,463,1167,0.397,158,480,0.329,214,299,0.716,178,680,212,107,56,245,373
158,Massachusetts,15,8,7,0.533,4.77,1.03,,6,4,,4,3,,3,3,,1151,1095,,615,403,880,0.458,90,266,0.338,199,294,0.677,131,555,230,105,53,221,280
159,Massachusetts-Lowell,23,11,12,0.478,-6.05,-3.61,,7,8,,3,4,,6,6,,1575,1631,,920,556,1304,0.426,150,474,0.316,369,515,0.717,215,760,234,142,61,260,447
160,McNeese State,24,10,14,0.417,-18.34,-11.46,,4,11,,7,5,,3,8,,1927,1722,,960,635,1423,0.446,185,513,0.361,267,401,0.666,219,777,338,181,84,367,415
161,Memphis,28,20,8,0.714,13.81,4.13,,11,4,,10,1,,4,3,,2027,1756,,1120,606,1557,0.389,170,613,0.277,374,549,0.681,243,916,308,170,86,443,481
162,Mercer,29,18,11,0.621,1.28,-1.6,,8,9,,9,4,,6,6,,2225,2082,,1180,772,1764,0.438,216,679,0.318,322,457,0.705,261,972,350,182,74,350,437
163,Merrimack,18,9,9,0.5,-9.06,-8.67,,9,9,,6,3,,3,6,,1193,1200,,725,425,1007,0.422,116,337,0.344,234,331,0.707,200,671,246,121,41,269,300
164,Miami (FL),27,10,17,0.37,3.23,7.75,,4,15,,7,8,,1,8,,1794,1916,,1085,722,1610,0.448,248,656,0.378,224,318,0.704,245,936,401,188,112,331,420
165,Miami (OH),23,12,11,0.522,-2.67,-2.72,,9,8,,7,4,,5,6,,1663,1647,,925,598,1335,0.448,196,550,0.356,255,360,0.708,226,809,316,125,85,282,376
166,Michigan NCAA,28,23,5,0.821,22,11.25,,14,3,,13,1,,6,2,,2123,1822,,1125,667,1698,0.393,174,541,0.322,314,413,0.76,254,868,280,139,78,281,462
167,Michigan State NCAA,28,15,13,0.536,9.8,11.48,,9,11,,12,3,,3,8,,1944,1991,,1125,693,1625,0.426,176,548,0.321,429,599,0.716,265,959,371,181,86,295,498
168,Middle Tennessee,23,5,18,0.217,-10.78,-0.78,,3,13,,5,6,,0,9,,1426,1627,,920,610,1293,0.472,140,437,0.32,267,378,0.706,186,827,300,174,76,320,329
169,Milwaukee,22,10,12,0.455,-7.71,-6.98,,7,10,,4,5,,6,6,,1662,1678,,900,582,1288,0.452,192,507,0.379,322,451,0.714,208,830,323,114,62,297,426
170,Minnesota,29,14,15,0.483,11.04,11.73,,6,14,,13,4,,0,10,,2103,2123,,1175,760,1722,0.441,192,546,0.352,411,591,0.695,332,1158,432,155,78,394,570
171,Mississippi,28,16,12,0.571,11.18,6,,10,8,,10,4,,5,6,,1927,1782,,1125,623,1482,0.42,191,541,0.353,345,500,0.69,255,892,364,194,90,424,483
172,Mississippi State,33,18,15,0.545,9.24,6.79,,8,10,,9,6,,5,4,,2287,2206,,1340,791,1958,0.404,261,803,0.325,363,486,0.747,337,1055,468,237,129,389,542
173,Mississippi Valley State,24,2,22,0.083,-38.17,-7.63,,2,13,,1,5,,1,16,,1364,2097,,960,771,1592,0.484,207,578,0.358,348,518,0.672,322,1087,440,222,67,263,369
174,Missouri NCAA,26,16,10,0.615,12.37,10.87,,8,8,,8,4,,6,4,,1909,1870,,1050,654,1518,0.431,165,497,0.332,397,556,0.714,271,916,296,161,105,332,494
175,Missouri State,24,17,7,0.708,5.16,-0.02,,12,6,,9,4,,7,2,,1762,1594,,960,581,1418,0.41,164,503,0.326,268,390,0.687,198,768,250,135,60,246,400
176,Monmouth,20,12,8,0.6,-5.88,-7.63,,12,6,,7,2,,5,5,,1521,1486,,815,504,1200,0.42,159,484,0.329,319,461,0.692,220,792,280,131,85,317,418
177,Montana,28,15,13,0.536,-3.65,-1.57,,7,9,,8,4,,5,8,,1981,1876,,1135,667,1555,0.429,162,520,0.312,380,567,0.67,252,919,324,165,77,351,507
178,Montana State,23,13,10,0.565,-5.62,-4.62,,8,6,,5,3,,6,6,,1703,1655,,935,554,1292,0.429,172,499,0.345,375,484,0.775,193,756,246,135,66,311,471
179,Morehead State NCAA,31,23,8,0.742,-0.95,-4.33,,17,3,,12,1,,8,5,,2132,1986,,1250,736,1806,0.408,231,741,0.312,283,418,0.677,272,954,366,242,98,374,555
180,Morgan State,22,14,8,0.636,-6.55,-11.24,,7,5,,5,5,,7,2,,1755,1606,,880,533,1263,0.422,159,520,0.306,381,532,0.716,238,792,267,161,76,388,435
181,Mount St. Mary's NCAA,23,12,11,0.522,-5.67,-6.67,,9,7,,6,3,,6,6,,1454,1431,,930,526,1300,0.405,129,422,0.306,250,325,0.769,198,740,217,151,65,237,402
182,Murray State,26,13,13,0.5,-2.86,-8.2,,10,10,,9,4,,4,8,,1986,1739,,1045,620,1478,0.419,193,604,0.32,306,445,0.688,227,832,292,136,102,348,369
183,Navy,18,15,3,0.833,1.02,-3.48,,12,1,,8,2,,6,1,,1287,1206,,730,436,950,0.459,124,369,0.336,210,309,0.68,142,569,234,110,64,275,355
184,NC State,25,14,11,0.56,9.6,6.48,,9,8,,7,4,,5,5,,1820,1742,,1005,640,1415,0.452,170,497,0.342,292,403,0.725,262,840,327,158,93,371,429
185,Nebraska,27,7,20,0.259,6.08,12.28,,3,16,,6,9,,1,10,,1889,2004,,1085,711,1686,0.422,240,771,0.311,342,476,0.718,291,1073,388,184,98,356,466
186,Nevada,26,16,10,0.615,5.4,2.12,,8,7,,10,2,,2,7,,1916,1812,,1040,592,1448,0.409,212,638,0.332,416,582,0.715,231,897,356,169,66,324,505
187,Nevada-Las Vegas,27,12,15,0.444,-1.48,1.01,,8,10,,8,4,,3,7,,1875,1822,,1080,618,1470,0.42,232,637,0.364,354,486,0.728,223,875,369,136,83,324,400
188,New Hampshire,19,10,9,0.526,-8.2,-6.7,,9,6,,5,6,,5,3,,1278,1266,,765,434,1011,0.429,122,355,0.344,276,386,0.715,139,665,182,101,68,237,358
189,New Mexico,22,6,16,0.273,-12.38,-1.73,,1,8,,,,,3,8,,1436,1578,,890,557,1255,0.444,180,528,0.341,284,414,0.686,213,771,319,177,67,299,399
190,New Mexico State,20,12,8,0.6,-1.21,-5.09,,7,6,,4,2,,5,5,,1422,1283,,800,452,1051,0.43,124,383,0.324,255,358,0.712,154,609,231,94,42,257,360
191,New Orleans,25,10,15,0.4,-10.91,-9.74,,8,7,,6,3,,2,10,,1899,1910,,1010,684,1511,0.453,159,499,0.319,383,559,0.685,293,887,336,209,94,393,446
192,Niagara,20,9,11,0.45,-7.54,-6.99,,7,9,,5,3,,3,7,,1293,1304,,800,453,1067,0.425,150,442,0.339,248,347,0.715,186,722,276,93,65,264,369
193,Nicholls State,25,18,7,0.72,-5.21,-8.71,,14,2,,8,1,,7,5,,1960,1831,,1010,644,1503,0.428,186,538,0.346,357,512,0.697,261,946,317,144,67,395,428
194,NJIT,19,7,12,0.368,-9.75,-5.7,,6,10,,3,5,,4,6,,1256,1333,,770,494,1065,0.464,127,383,0.332,218,313,0.696,175,707,241,88,65,274,363
195,Norfolk State NCAA,25,17,8,0.68,-6.16,-8.51,,8,4,,7,4,,6,3,,1839,1742,,1005,573,1419,0.404,203,642,0.316,393,561,0.701,263,922,317,140,94,384,476
196,North Alabama,24,13,11,0.542,-10.05,-6.3,,7,8,,8,4,,3,6,,1756,1666,,970,577,1378,0.419,199,583,0.341,313,454,0.689,206,840,253,140,70,341,417
197,North Carolina NCAA,29,18,11,0.621,14.79,9.52,,10,6,,10,1,,3,7,,2181,2028,,1160,735,1734,0.424,233,665,0.35,325,466,0.697,280,943,376,247,133,396,526
198,North Carolina A&T,21,11,10,0.524,-14.27,-8.06,,7,1,,5,4,,5,6,,1517,1523,,845,550,1264,0.435,170,488,0.348,253,377,0.671,256,849,330,123,84,392,402
199,North Carolina Central,14,5,9,0.357,-15.99,-8.76,,3,5,,4,2,,0,6,,942,1003,,565,346,771,0.449,94,275,0.342,217,299,0.726,150,522,201,91,46,215,256
200,North Dakota,26,9,17,0.346,-10.35,-3.35,,8,8,,5,3,,3,11,,1787,1969,,1055,715,1519,0.471,186,484,0.384,353,462,0.764,227,927,334,167,88,308,477
201,North Dakota State,27,15,12,0.556,-0.65,-2.72,,11,5,,6,2,,5,7,,1883,1827,,1085,674,1541,0.437,191,566,0.337,288,405,0.711,182,819,324,136,73,249,448
202,North Florida,23,8,15,0.348,-11.48,-4.62,,6,6,,5,3,,3,10,,1601,1725,,920,629,1405,0.448,139,417,0.333,328,445,0.737,288,849,352,183,68,251,357
203,North Texas NCAA,28,18,10,0.643,7.58,1.02,,9,5,,8,3,,5,6,,1954,1745,,1130,619,1501,0.412,178,533,0.334,329,455,0.723,253,862,267,175,81,387,422
204,Northeastern,19,10,9,0.526,-1.09,0.02,,8,2,,5,1,,4,7,,1277,1298,,765,479,1108,0.432,113,350,0.323,227,325,0.698,177,675,220,129,41,226,294
205,Northern Arizona,22,6,16,0.273,-12.97,-1.61,,4,10,,1,7,,4,7,,1390,1640,,885,583,1164,0.501,190,513,0.37,284,386,0.736,174,745,331,118,66,266,384
206,Northern Colorado,22,11,11,0.5,-6.7,-4.22,,6,8,,6,5,,4,5,,1551,1519,,885,562,1261,0.446,87,293,0.297,308,409,0.753,155,694,199,137,55,233,367
207,Northern Illinois,19,3,16,0.158,-17.9,-2.8,,2,12,,2,7,,1,9,,1184,1471,,765,511,1096,0.466,177,454,0.39,272,370,0.735,201,704,300,115,58,217,300
208,Northern Iowa,25,10,15,0.4,-1.75,2.43,,7,11,,6,5,,3,7,,1738,1779,,1010,651,1437,0.453,200,609,0.328,277,376,0.737,178,836,342,183,71,303,390
209,Northern Kentucky,25,14,11,0.56,-6.78,-6.9,,11,7,,9,4,,5,6,,1784,1781,,1015,641,1421,0.451,188,530,0.355,311,462,0.673,275,843,345,154,54,317,413
210,Northwestern,24,9,15,0.375,9.71,11.76,,6,13,,7,6,,2,8,,1686,1681,,970,586,1369,0.428,193,584,0.33,316,446,0.709,212,861,357,143,78,308,390
211,Northwestern State,29,11,18,0.379,-13.48,-4.94,,9,7,,6,4,,4,12,,2106,2312,,1170,843,1783,0.473,201,623,0.323,425,620,0.685,335,1148,467,215,90,391,485
212,Notre Dame,26,11,15,0.423,7.73,9.38,,7,11,,6,5,,4,8,,1890,1933,,1040,737,1665,0.443,219,598,0.366,240,328,0.732,288,952,363,158,99,223,394
213,Oakland,30,12,18,0.4,-9.33,-2.8,,10,10,,5,4,,6,11,,2240,2436,,1240,919,1937,0.474,309,828,0.373,289,412,0.701,358,1167,630,189,110,410,542
214,Ohio NCAA,25,17,8,0.68,5.48,-0.57,,9,5,,8,3,,4,4,,1980,1815,,1000,646,1468,0.44,197,583,0.338,326,429,0.76,228,840,345,141,65,344,441
215,Ohio State NCAA,31,21,10,0.677,18.25,12.19,,12,8,,10,4,,7,4,,2392,2204,,1255,767,1821,0.421,238,700,0.34,432,610,0.708,307,1041,424,149,82,312,588
216,Oklahoma NCAA,27,16,11,0.593,13.52,8.86,,9,8,,10,3,,4,7,,2012,1886,,1095,687,1627,0.422,223,625,0.357,289,386,0.749,266,977,327,152,82,349,444
217,Oklahoma State NCAA,30,21,9,0.7,13.65,9.78,,11,7,,10,3,,8,4,,2297,2181,,1225,768,1869,0.411,223,698,0.319,422,586,0.72,348,1082,371,241,135,440,552
218,Old Dominion,23,15,8,0.652,-1.1,-0.87,,11,5,,9,1,,6,6,,1571,1556,,925,547,1305,0.419,196,559,0.351,266,382,0.696,205,779,303,147,77,300,375
219,Omaha,25,5,20,0.2,-12.73,-2.09,,3,11,,1,5,,3,12,,1683,1949,,1000,698,1500,0.465,209,544,0.384,344,467,0.737,232,942,346,159,70,303,436
220,Oral Roberts NCAA,29,18,11,0.621,1.73,-0.04,,10,5,,8,3,,5,7,,2352,2192,,1165,797,1839,0.433,198,585,0.338,400,573,0.698,348,1145,352,163,86,393,490
221,Oregon NCAA,28,21,7,0.75,16.15,9.65,,14,4,,11,2,,7,2,,2097,1915,,1160,693,1570,0.441,209,611,0.342,320,419,0.764,249,898,379,138,78,385,439
222,Oregon State NCAA,33,20,13,0.606,11.48,10.82,,10,10,,10,6,,4,6,,2325,2232,,1330,763,1806,0.422,210,699,0.3,496,687,0.722,328,1110,414,175,92,400,600
223,Pacific,18,9,9,0.5,2.64,5.23,,6,7,,6,2,,3,6,,1256,1272,,735,444,1017,0.437,145,424,0.342,239,328,0.729,134,582,223,83,52,230,308
224,Penn State,25,11,14,0.44,13.53,13.89,,7,12,,7,5,,3,8,,1816,1825,,1010,649,1398,0.464,185,537,0.345,342,469,0.729,200,851,363,139,106,347,432
225,Pepperdine,27,15,12,0.556,5.65,5.01,,7,6,,7,5,,3,5,,2076,1988,,1100,707,1616,0.438,171,608,0.281,403,549,0.734,257,948,373,180,53,366,518
226,Pittsburgh,22,10,12,0.455,7.8,6.75,,6,10,,7,6,,3,5,,1566,1543,,880,543,1249,0.435,163,505,0.323,294,415,0.708,199,729,348,130,93,263,386
227,Portland,21,6,15,0.286,-12.58,5.08,,0,11,,5,8,,1,6,,1459,1748,,845,661,1315,0.503,204,544,0.375,222,298,0.745,213,814,405,137,91,299,402
228,Portland State,22,9,13,0.409,-6.33,-4.66,,6,8,,7,6,,2,6,,1512,1463,,885,498,1140,0.437,139,383,0.363,328,475,0.691,163,762,273,125,64,360,418
229,Prairie View,21,16,5,0.762,-8.02,-15.07,,13,0,,8,0,,5,3,,1497,1349,,840,461,1097,0.42,117,368,0.318,310,505,0.614,231,757,230,144,66,382,323
230,Presbyterian,22,7,15,0.318,-13.96,-9,,5,12,,5,6,,2,9,,1411,1476,,885,506,1106,0.458,138,399,0.346,326,465,0.701,184,703,254,156,81,331,411
231,Providence,26,13,13,0.5,8.94,8.82,,9,10,,8,3,,4,7,,1816,1813,,1060,668,1533,0.436,154,518,0.297,323,462,0.699,278,947,326,165,87,299,459
232,Purdue NCAA,28,18,10,0.643,15.55,11.23,,13,6,,11,1,,5,6,,1989,1868,,1130,657,1579,0.416,228,716,0.318,324,476,0.681,235,880,394,155,96,315,515
233,Purdue Fort Wayne,23,8,15,0.348,-12.15,-8.63,,6,14,,5,6,,3,9,,1728,1809,,955,650,1416,0.459,187,557,0.336,322,431,0.747,242,741,325,179,54,282,364
234,Quinnipiac,22,9,13,0.409,-9.1,-7.6,,7,10,,8,5,,1,5,,1485,1518,,895,531,1362,0.39,141,469,0.301,315,445,0.708,240,873,270,158,87,277,403
235,Radford,27,15,12,0.556,-6.2,-6.6,,12,6,,9,5,,6,6,,1826,1745,,1100,628,1501,0.418,222,603,0.368,267,366,0.73,224,789,311,169,72,330,513
236,Rhode Island,25,10,15,0.4,5.29,4.93,,7,10,,6,3,,2,9,,1786,1777,,1020,622,1494,0.416,186,563,0.33,347,500,0.694,247,877,341,173,95,314,475
237,Rice,28,15,13,0.536,-3.73,-1.49,,6,10,,9,3,,3,9,,2068,2062,,1120,790,1767,0.447,217,613,0.354,265,378,0.701,265,982,411,216,97,350,447
238,Richmond,23,14,9,0.609,9.04,5,,6,5,,6,4,,5,3,,1717,1587,,920,592,1284,0.461,148,468,0.316,255,366,0.697,211,806,276,120,61,353,352
239,Rider,23,6,17,0.261,-12.24,-5.76,,5,13,,1,8,,4,8,,1553,1702,,925,601,1299,0.463,184,521,0.353,316,468,0.675,204,785,322,148,73,273,395
240,Robert Morris,19,4,15,0.211,-13.2,-5.53,,3,12,,3,6,,1,9,,1374,1494,,790,527,1125,0.468,162,421,0.385,278,385,0.722,220,715,276,122,50,261,291
241,Rutgers NCAA,28,16,12,0.571,14.14,12.5,,10,10,,10,4,,4,6,,1939,1893,,1125,670,1612,0.416,185,573,0.323,368,523,0.704,296,1019,377,190,92,362,450
242,Sacramento State,20,8,12,0.4,-7.76,-3.65,,5,9,,5,3,,3,8,,1443,1442,,815,527,1090,0.483,137,383,0.358,251,337,0.745,155,654,268,90,42,256,343
243,Sacred Heart,18,9,9,0.5,-12.19,-7.47,,9,7,,4,3,,5,6,,1265,1350,,735,506,1119,0.452,122,371,0.329,216,309,0.699,210,676,233,106,74,191,325
244,Saint Francis (PA),22,6,16,0.273,-10.3,-5.8,,5,13,,4,6,,2,10,,1515,1614,,890,591,1302,0.454,157,501,0.313,275,383,0.718,221,785,294,152,80,288,394
245,Saint Joseph's,20,5,15,0.25,-4.56,5.89,,3,9,,3,3,,1,9,,1443,1652,,825,602,1278,0.471,165,470,0.351,283,401,0.706,226,830,331,145,69,259,322
246,Saint Louis,21,14,7,0.667,11.76,2.19,,6,4,,12,1,,1,4,,1575,1374,,840,467,1114,0.419,143,425,0.336,297,409,0.726,155,624,241,139,84,286,341
247,Saint Mary's (CA),24,14,10,0.583,8.05,6.43,,4,6,,9,3,,2,3,,1542,1503,,960,558,1300,0.429,124,352,0.352,263,364,0.723,174,760,214,125,84,290,378
248,Saint Peter's,25,14,11,0.56,-5.48,-7.2,,10,8,,8,3,,4,7,,1580,1537,,1000,511,1323,0.386,166,494,0.336,349,523,0.667,250,879,281,168,103,382,435
249,Sam Houston,28,19,9,0.679,-3.29,-4.87,,13,3,,12,1,,7,6,,2229,1969,,1120,680,1612,0.422,176,604,0.291,433,615,0.704,315,1044,378,181,84,495,500
250,Samford,19,6,13,0.316,-8.93,-1.63,,2,9,,4,5,,2,7,,1460,1510,,775,501,1145,0.438,196,563,0.348,312,439,0.711,178,686,300,152,55,271,320
251,San Diego,14,3,11,0.214,-5.22,5.64,,2,7,,0,5,,3,5,,927,1079,,565,388,822,0.472,100,260,0.385,203,278,0.73,123,547,190,98,44,186,229
252,San Diego State NCAA,28,23,5,0.821,14.36,2.99,,14,3,,13,2,,6,2,,2062,1713,,1125,573,1461,0.392,225,670,0.336,342,465,0.735,224,895,349,127,81,421,513
253,San Francisco,25,11,14,0.44,6,3.84,,4,9,,3,5,,4,6,,1786,1732,,1000,605,1339,0.452,122,374,0.326,400,535,0.748,197,879,279,139,78,345,372
254,San Jose State,21,5,16,0.238,-17.5,0.98,,2,12,,4,6,,0,8,,1381,1708,,840,631,1398,0.451,173,553,0.313,273,380,0.718,275,941,328,135,76,215,356
255,Santa Clara,20,12,8,0.6,-0.05,2.16,,4,5,,6,3,,4,3,,1393,1412,,800,503,1212,0.415,142,439,0.323,264,362,0.729,180,723,262,121,55,246,430
256,Seattle,23,12,11,0.522,-5.24,-3.51,,4,5,,6,3,,3,6,,1677,1578,,925,531,1265,0.42,151,458,0.33,365,490,0.745,230,867,282,118,66,362,439
257,Seton Hall,27,14,13,0.519,11.12,9.53,,10,9,,7,4,,6,7,,1924,1881,,1095,680,1576,0.431,198,541,0.366,323,430,0.751,282,936,329,177,93,356,480
258,Siena,17,12,5,0.706,-3.99,-8.58,,12,4,,6,2,,6,2,,1149,1071,,680,400,979,0.409,100,309,0.324,171,242,0.707,164,555,166,107,46,200,310
259,South Alabama,28,17,11,0.607,-6.03,-5.86,,10,7,,10,5,,6,5,,2075,1985,,1135,700,1706,0.41,292,880,0.332,293,394,0.744,342,1062,413,168,111,388,451
260,South Carolina,21,6,15,0.286,3.39,10.01,,4,12,,3,6,,2,7,,1523,1662,,840,566,1222,0.463,167,454,0.368,363,477,0.761,219,796,310,162,93,348,369
261,South Carolina State,18,1,17,0.056,-24.9,-7.56,,1,7,,1,6,,0,11,,1102,1414,,720,504,1030,0.489,134,376,0.356,272,371,0.733,195,699,279,135,60,295,298
262,South Carolina Upstate,23,5,18,0.217,-13.7,-5.2,,5,11,,3,8,,2,10,,1515,1712,,920,609,1289,0.472,169,483,0.35,325,465,0.699,225,824,321,162,65,301,371
263,South Dakota,25,14,11,0.56,-1.25,-3.5,,11,4,,7,2,,5,4,,1899,1805,,1000,616,1465,0.42,202,580,0.348,371,504,0.736,218,854,262,117,58,277,467
264,South Dakota State,23,16,7,0.696,3.27,-2.05,,9,3,,8,1,,4,2,,1850,1690,,920,606,1390,0.436,195,557,0.35,283,357,0.793,161,714,296,146,69,252,438
265,South Florida,22,9,13,0.409,-0.02,6.27,,4,10,,4,6,,3,4,,1449,1571,,885,553,1238,0.447,179,519,0.345,286,402,0.711,190,743,330,143,86,265,398
266,Southeast Missouri State,27,11,16,0.407,-10.18,-7.51,,9,11,,7,6,,3,9,,1864,1936,,1110,672,1478,0.455,191,528,0.362,401,575,0.697,214,890,368,185,90,377,512
267,Southeastern Louisiana,26,8,18,0.308,-17.4,-8.02,,5,11,,3,4,,4,13,,1775,2019,,1055,700,1452,0.482,204,570,0.358,415,552,0.752,246,940,404,174,85,417,562
268,Southern,19,8,11,0.421,-13.49,-13.07,,8,6,,5,2,,3,7,,1327,1335,,775,457,1088,0.42,115,348,0.33,306,444,0.689,176,651,216,145,79,291,353
269,Southern California NCAA,33,25,8,0.758,20.5,10.65,,15,5,,13,2,,7,3,,2473,2148,,1340,780,2000,0.39,234,702,0.333,354,482,0.734,344,1076,420,185,91,382,618
270,Southern Illinois,26,12,14,0.462,-3.56,0.72,,5,13,,8,5,,3,8,,1704,1770,,1050,662,1447,0.457,200,588,0.34,246,342,0.719,208,889,377,166,83,328,399
271,SIU Edwardsville,26,9,17,0.346,-14.94,-6.02,,7,12,,2,8,,6,7,,1709,1897,,1040,680,1504,0.452,195,578,0.337,342,501,0.683,281,909,401,207,60,357,450
272,Southern Methodist,17,11,6,0.647,10.97,4.44,,7,4,,6,2,,5,2,,1269,1158,,680,395,976,0.405,134,381,0.352,234,344,0.68,185,594,237,121,68,243,309
273,Southern Mississippi,25,8,17,0.32,-6.88,-2.1,,4,13,,6,7,,2,9,,1605,1668,,1005,590,1395,0.423,207,620,0.334,281,403,0.697,206,852,311,176,55,336,382
274,Southern Utah,24,20,4,0.833,0.63,-5.69,,12,2,,14,0,,5,3,,2021,1669,,965,607,1428,0.425,182,555,0.328,273,409,0.667,190,757,311,119,70,329,476
275,St. Bonaventure NCAA,21,16,5,0.762,13.44,4.49,,11,4,,8,1,,4,3,,1471,1283,,840,454,1166,0.389,154,502,0.307,221,334,0.662,219,708,258,103,67,263,328
276,St. Francis (NY),19,9,10,0.474,-10.23,-8.38,,9,9,,4,6,,5,4,,1476,1511,,765,520,1125,0.462,146,383,0.381,325,440,0.739,205,704,271,116,79,280,338
277,St. John's (NY),27,16,11,0.593,9.41,7.19,,10,9,,11,3,,4,6,,2132,2072,,1095,756,1634,0.463,206,603,0.342,354,520,0.681,287,1023,395,186,108,443,452
278,Stanford,27,14,13,0.519,10.15,10.01,,10,10,,5,4,,6,6,,1883,1879,,1100,669,1609,0.416,215,640,0.336,326,435,0.749,280,905,342,189,97,388,494
279,Stephen F. Austin,21,16,5,0.762,-1.63,-8.46,,13,3,,10,1,,6,4,,1686,1484,,850,500,1134,0.441,136,405,0.336,348,466,0.747,186,603,272,160,67,381,428
280,Stetson,27,12,15,0.444,-7.26,-4.51,,7,9,,7,5,,3,8,,1925,1896,,1090,691,1545,0.447,198,573,0.346,316,454,0.696,242,920,394,154,86,341,411
281,Stony Brook,23,9,14,0.391,-6.14,-4.73,,7,9,,5,5,,4,8,,1522,1509,,930,533,1308,0.407,173,521,0.332,270,386,0.699,227,816,290,150,67,305,413
282,Syracuse NCAA,28,18,10,0.643,13.27,8.59,,9,7,,13,1,,2,7,,2095,1964,,1125,707,1724,0.41,242,762,0.318,308,415,0.742,355,1060,484,166,89,391,438
283,Tarleton State,20,10,10,0.5,-7.28,-3.02,,5,7,,6,3,,4,7,,1467,1246,,800,398,985,0.404,157,455,0.345,293,409,0.716,187,672,282,69,75,389,374
284,TCU,26,12,14,0.462,2.61,6.99,,5,11,,6,7,,3,6,,1738,1852,,1045,684,1523,0.449,177,528,0.335,307,447,0.687,267,893,402,182,93,301,420
285,Temple,16,5,11,0.313,2.57,5.57,,4,10,,3,5,,2,5,,1053,1101,,640,385,944,0.408,123,359,0.343,208,299,0.696,169,592,213,90,55,175,290
286,Tennessee NCAA,27,18,9,0.667,16.87,8.46,,10,7,,13,3,,4,4,,1941,1714,,1080,599,1492,0.401,184,568,0.324,332,456,0.728,272,917,278,175,73,424,521
287,Tennessee State,23,4,19,0.174,-14.1,-7.23,,3,17,,4,8,,0,11,,1573,1702,,930,575,1292,0.445,161,474,0.34,391,559,0.699,250,878,299,140,96,374,400
288,Tennessee Tech,27,5,22,0.185,-14.13,-3.84,,5,15,,5,6,,0,16,,1797,2075,,1085,776,1615,0.48,219,620,0.353,304,431,0.705,255,930,490,197,78,345,391
289,Tennessee-Martin,24,8,16,0.333,-19.41,-5.89,,6,14,,6,7,,2,9,,1571,1847,,970,650,1341,0.485,207,562,0.368,340,486,0.7,257,886,413,164,79,348,402
290,Texas NCAA,27,19,8,0.704,15.51,9.36,,11,6,,8,5,,6,2,,2008,1842,,1095,644,1579,0.408,166,523,0.317,388,567,0.684,278,928,267,169,84,339,481
291,Texas A&M,18,8,10,0.444,2.2,4.86,,2,8,,6,4,,2,4,,1157,1205,,720,432,959,0.45,155,455,0.341,186,284,0.655,174,580,293,120,68,271,307
292,Texas A&M-Corpus Christi,24,5,19,0.208,-16.77,-6.1,,2,13,,4,8,,1,10,,1554,1716,,960,616,1402,0.439,158,487,0.324,326,441,0.739,239,871,360,205,68,338,426
293,Texas Southern NCAA,26,17,9,0.654,-6.15,-9.03,,10,3,,8,2,,5,6,,1921,1806,,1045,626,1563,0.401,189,610,0.31,365,522,0.699,261,928,314,165,94,378,501
294,Texas State,25,18,7,0.72,-3.85,-7.37,,12,3,,8,3,,9,3,,1660,1543,,1015,537,1274,0.422,179,513,0.349,290,416,0.697,201,744,283,148,72,374,404
295,Texas Tech NCAA,29,18,11,0.621,16.59,7.28,,9,8,,11,4,,5,4,,2103,1833,,1170,631,1533,0.412,200,585,0.342,371,545,0.681,284,965,284,159,87,465,576
296,Texas-Rio Grande Valley,19,9,10,0.474,-9.63,-5.23,,2,5,,8,3,,1,6,,1376,1287,,760,436,1073,0.406,105,351,0.299,310,453,0.684,224,757,259,126,59,355,419
297,The Citadel,25,13,12,0.52,-6.07,-1.45,,5,11,,11,3,,1,8,,2019,1959,,1000,727,1626,0.447,175,562,0.311,330,435,0.759,236,931,324,175,74,281,462
