,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Opponent,,,,,,,,,,,,,,,,
147,Louisiana-Monroe,29,3,26,0.103,-12.56,-0.95,,2,14,,0,13,,3,13,,1750,2078,,1165,714,1563,0.457,232,603,0.385,418,595,0.703,291,1019,444,180,122,319,424
148,Louisville NCAA,40,30,10,0.75,16.19,9.02,,10,8,,16,4,,6,5,,2727,2440,,1620,857,2233,0.384,218,720,0.303,508,766,0.663,509,1441,453,284,144,621,745
149,Loyola (IL),30,7,23,0.233,-8.43,-1.77,,1,17,,4,9,,3,14,,1717,1887,,1215,681,1526,0.446,182,519,0.351,343,496,0.692,288,916,365,209,150,361,524
150,Loyola (MD) NCAA,33,24,9,0.727,0.37,-2.72,,13,5,,10,2,,11,6,,2222,2120,,1320,739,1723,0.429,168,466,0.361,474,688,0.689,363,1062,372,203,128,473,633
151,Loyola Marymount,34,21,13,0.618,2.2,1.17,,11,5,,12,8,,9,4,,2402,2301,,1380,810,1953,0.415,209,692,0.302,472,654,0.722,414,1220,432,208,110,491,617
152,Maine,29,12,17,0.414,-8.57,-6.54,,6,10,,7,6,,5,10,,1989,1982,,1175,693,1674,0.414,172,493,0.349,424,598,0.709,377,1087,400,176,82,379,445
153,Manhattan,34,21,13,0.618,1.46,-4.13,,12,6,,9,4,,10,8,,2420,2230,,1370,741,1810,0.409,208,626,0.332,540,767,0.704,384,1115,454,251,135,536,684
154,Marist,32,14,18,0.438,-8.2,-3.29,,7,11,,10,4,,2,12,,2176,2333,,1290,883,1914,0.461,204,554,0.368,363,510,0.712,364,1132,460,244,131,431,625
155,Marquette NCAA,35,27,8,0.771,16.92,7.5,,14,4,,15,1,,6,5,,2638,2308,,1400,831,2065,0.402,213,674,0.316,433,632,0.685,468,1275,483,250,150,577,700
156,Marshall,35,21,14,0.6,7,4.94,,9,7,,13,3,,5,9,,2472,2383,,1425,859,1911,0.45,171,539,0.317,494,763,0.647,363,1143,455,229,102,429,700
157,Maryland,32,17,15,0.531,3.95,5.98,,6,10,,13,4,,1,7,,2198,2263,,1295,808,1888,0.428,195,588,0.332,452,624,0.724,369,1112,422,187,131,348,640
158,Maryland-Baltimore County,30,4,26,0.133,-19.85,-6.02,,3,13,,1,11,,3,14,,1897,2312,,1215,785,1673,0.469,205,577,0.355,537,769,0.698,339,1130,446,198,125,392,523
159,Maryland-Eastern Shore,30,7,23,0.233,-16.79,-4.72,,4,12,,5,6,,2,14,,1785,2109,,1210,722,1645,0.439,187,581,0.322,478,698,0.685,337,1082,415,247,117,413,514
160,Massachusetts,37,25,12,0.676,7.49,2.97,,9,7,,15,1,,7,7,,2847,2680,,1500,920,2253,0.408,242,787,0.307,598,863,0.693,501,1450,546,270,149,615,699
161,McNeese State,33,17,16,0.515,-6.26,-3.76,,10,6,,9,4,,6,11,,2207,2185,,1325,762,1777,0.429,181,560,0.323,480,684,0.702,345,1150,403,172,108,452,569
162,Memphis NCAA,35,26,9,0.743,16.86,5.26,,13,3,,18,2,,7,4,,2614,2208,,1415,751,1945,0.386,188,603,0.312,518,745,0.695,424,1152,380,213,122,492,644
163,Mercer,38,27,11,0.711,3.75,-1.44,,13,5,,15,3,,12,8,,2589,2388,,1530,805,2085,0.386,232,753,0.308,546,810,0.674,474,1247,383,297,119,514,707
164,Miami (FL),33,20,13,0.606,10.75,6.17,,9,7,,14,4,,4,8,,2332,2181,,1350,778,1847,0.421,209,641,0.326,416,609,0.683,381,1152,410,200,120,436,576
165,Miami (OH),30,9,21,0.3,-2.07,1.93,,5,11,,7,7,,2,13,,1821,1927,,1210,688,1526,0.451,157,464,0.338,394,552,0.714,297,955,346,204,91,344,464
166,Michigan NCAA,34,24,10,0.706,13.19,8.98,,13,5,,15,1,,5,6,,2255,2090,,1375,756,1768,0.428,203,588,0.345,375,526,0.713,329,1076,384,189,84,424,539
167,Michigan State NCAA,37,29,8,0.784,21.32,9.82,,13,5,,17,1,,7,4,,2651,2195,,1485,751,1981,0.379,214,715,0.299,479,681,0.703,364,1106,394,232,109,465,675
168,Middle Tennessee,34,27,7,0.794,8.69,-0.13,,14,2,,15,2,,11,4,,2459,2128,,1370,722,1820,0.397,180,566,0.318,504,754,0.668,410,1108,329,223,113,510,688
169,Milwaukee,34,20,14,0.588,0.53,0.06,,11,7,,13,3,,7,10,,2183,2126,,1365,761,1815,0.419,151,520,0.29,453,632,0.717,344,1150,345,238,109,460,685
170,Minnesota,38,23,15,0.605,10.7,7.89,,6,12,,13,6,,6,6,,2569,2462,,1555,842,2033,0.414,246,711,0.346,532,746,0.713,425,1184,445,297,141,492,702
171,Mississippi,34,20,14,0.588,6.53,5.8,,8,8,,12,3,,4,8,,2275,2250,,1395,788,1947,0.405,249,709,0.351,425,651,0.653,410,1205,486,221,95,456,682
172,Mississippi State,33,21,12,0.636,9.13,4.86,,8,8,,15,4,,3,6,,2377,2236,,1350,855,1969,0.434,211,605,0.349,315,466,0.676,334,1112,356,210,91,352,555
173,Mississippi Valley State NCAA,34,21,13,0.618,-8.03,-7.65,,17,1,,9,0,,8,11,,2332,2345,,1375,801,1851,0.433,233,611,0.381,510,780,0.654,386,1282,426,209,141,564,600
174,Missouri NCAA,35,30,5,0.857,19.77,5.68,,14,4,,16,1,,7,3,,2814,2321,,1405,869,1956,0.444,222,604,0.368,361,534,0.676,380,1109,450,181,92,501,657
175,Missouri State,32,16,16,0.5,6.15,3.92,,9,9,,8,7,,8,6,,2110,2015,,1305,685,1684,0.407,212,606,0.35,433,639,0.678,309,1078,381,168,66,379,539
176,Monmouth,32,12,20,0.375,-11.93,-3.18,,10,8,,7,5,,5,12,,2140,2420,,1290,833,1737,0.48,254,676,0.376,500,738,0.678,392,1232,524,207,160,553,592
177,Montana NCAA,32,25,7,0.781,4.55,-3.39,,15,1,,16,2,,9,4,,2239,1985,,1285,684,1688,0.405,165,498,0.331,452,646,0.7,346,1071,302,185,119,478,586
178,Montana State,29,12,17,0.414,-10.29,-4.62,,7,9,,7,6,,5,11,,2030,2088,,1170,712,1562,0.456,209,554,0.377,455,611,0.745,286,1011,372,194,67,416,527
179,Morehead State,33,18,15,0.545,-4.99,-3.83,,10,6,,9,4,,6,9,,2070,2018,,1320,675,1521,0.444,223,654,0.341,445,638,0.697,299,938,476,225,100,526,572
180,Morgan State,29,9,20,0.31,-8.41,-5.54,,6,10,,4,7,,5,10,,1934,2017,,1170,699,1638,0.427,182,533,0.341,437,642,0.681,387,1043,362,220,110,412,546
181,Mount St. Mary's,29,8,21,0.276,-11.72,-4.9,,6,12,,4,9,,4,12,,1748,1946,,1175,683,1544,0.442,166,506,0.328,414,597,0.693,325,948,396,234,83,390,465
182,Murray State NCAA,33,31,2,0.939,8.74,-2.6,,15,1,,13,1,,13,0,,2412,2001,,1330,730,1749,0.417,140,480,0.292,401,607,0.661,382,1053,346,207,86,546,656
183,Navy,29,3,26,0.103,-14.6,-4.74,,0,14,,2,11,,1,15,,1678,1920,,1176,658,1393,0.472,193,515,0.375,411,568,0.724,248,904,377,178,85,407,491
184,NC State NCAA,37,24,13,0.649,12.1,6.8,,9,7,,13,6,,5,4,,2697,2501,,1485,889,2140,0.415,236,710,0.332,487,687,0.709,414,1232,425,238,132,461,656
185,Nebraska,30,12,18,0.4,3.52,8.25,,4,14,,9,8,,3,9,,1827,1969,,1210,696,1533,0.454,218,596,0.366,359,509,0.705,262,932,373,192,80,374,450
186,Nevada,35,28,7,0.8,4.54,-0.37,,13,1,,16,2,,10,3,,2461,2277,,1420,827,2004,0.413,230,685,0.336,393,560,0.702,377,1157,484,232,105,443,701
187,Nevada-Las Vegas NCAA,35,26,9,0.743,13.55,4.37,,9,5,,17,0,,5,7,,2671,2307,,1425,817,1991,0.41,217,643,0.337,456,678,0.673,383,1218,406,214,85,539,649
188,New Hampshire,29,13,16,0.448,-10.09,-7.66,,7,9,,9,6,,4,9,,1774,1821,,1160,633,1514,0.418,120,404,0.297,435,612,0.711,289,1032,262,161,86,379,501
189,New Mexico NCAA,35,28,7,0.8,15.6,3.34,,10,4,,14,2,,7,3,,2545,2076,,1405,731,1903,0.384,213,689,0.309,401,594,0.675,351,1093,387,203,85,499,688
190,New Mexico State NCAA,36,26,10,0.722,8.73,0.08,,10,4,,14,3,,7,5,,2812,2459,,1445,896,2085,0.43,213,659,0.323,454,673,0.675,382,1125,483,214,112,524,785
191,Niagara,33,14,19,0.424,-6.67,-2.86,,8,10,,7,7,,5,10,,2322,2448,,1330,777,1700,0.457,249,690,0.361,645,862,0.748,368,1205,491,214,102,530,623
192,Nicholls State,30,10,20,0.333,-18.55,-3.94,,6,10,,5,6,,3,12,,1989,2338,,1205,811,1703,0.476,220,572,0.385,496,726,0.683,379,1121,436,221,134,395,550
193,NJIT,32,15,17,0.469,-12.09,-8.27,,5,5,,11,4,,2,12,,2236,2175,,1300,727,1743,0.417,204,637,0.32,517,746,0.693,352,1158,404,171,119,462,539
194,Norfolk State NCAA,36,26,10,0.722,-3.68,-5.39,,13,3,,10,4,,10,4,,2482,2416,,1455,842,2044,0.412,210,675,0.311,522,778,0.671,431,1241,399,240,114,504,713
195,North Carolina NCAA,38,32,6,0.842,21.34,7.07,,14,2,,17,1,,8,2,,3091,2549,,1525,957,2431,0.394,275,862,0.319,360,529,0.681,425,1313,445,238,129,507,784
196,North Carolina A&T,32,12,20,0.375,-12.34,-5.89,,7,9,,8,5,,4,13,,2236,2326,,1295,795,1917,0.415,267,824,0.324,469,710,0.661,459,1285,483,235,138,511,628
197,North Carolina Central,32,17,15,0.531,-6.12,-6.98,,10,6,,8,3,,6,11,,2263,2020,,1280,695,1680,0.414,165,547,0.302,465,662,0.702,368,1044,347,215,79,537,632
198,North Dakota,32,17,15,0.531,-8.76,-6.33,,6,4,,13,1,,2,14,,2153,2141,,1285,749,1772,0.423,206,575,0.358,437,630,0.694,330,1128,387,221,100,451,594
199,North Dakota State,31,17,14,0.548,0.01,-2.5,,9,9,,10,4,,5,9,,2267,2119,,1250,726,1672,0.434,181,490,0.369,486,686,0.708,305,978,356,197,85,382,551
200,North Florida,32,16,16,0.5,-3.44,-0.05,,10,8,,11,3,,5,12,,2168,2266,,1300,832,1842,0.452,176,502,0.351,426,651,0.654,385,1106,384,238,128,435,619
201,North Texas,32,18,14,0.563,-0.39,-2.56,,9,7,,10,4,,5,8,,2250,2080,,1305,739,1819,0.406,184,585,0.315,418,616,0.679,348,1117,335,245,106,470,581
202,Northeastern,31,14,17,0.452,-3.27,-0.4,,9,9,,7,5,,6,11,,1941,2030,,1250,710,1608,0.442,163,493,0.331,447,647,0.691,345,1009,417,264,140,445,551
203,Northern Arizona,29,5,24,0.172,-16.72,-3.53,,1,15,,4,9,,1,12,,1804,2068,,1165,776,1573,0.493,202,507,0.398,314,487,0.645,293,982,460,190,114,406,490
204,Northern Colorado,28,9,19,0.321,-6.23,-2.19,,5,11,,5,9,,2,10,,2026,2112,,1141,698,1538,0.454,261,661,0.395,455,610,0.746,257,820,439,195,87,340,534
205,Northern Illinois,31,5,26,0.161,-15.62,-1.79,,3,13,,4,11,,1,14,,1716,2096,,1240,680,1547,0.44,236,622,0.379,500,693,0.722,287,997,395,248,96,366,508
206,Northern Iowa,34,20,14,0.588,6.99,4.74,,9,9,,13,3,,5,10,,2216,2106,,1360,772,1759,0.439,213,594,0.359,349,498,0.701,273,1102,361,185,91,415,578
207,Northwestern,33,19,14,0.576,8.87,7.84,,8,10,,12,5,,4,8,,2286,2252,,1335,825,1826,0.452,232,653,0.355,370,532,0.695,401,1182,502,173,99,421,591
208,Northwestern State,32,16,16,0.5,-6.29,-4.15,,8,8,,11,3,,5,11,,2259,2239,,1295,809,1891,0.428,168,510,0.329,453,733,0.618,473,1292,408,230,102,532,654
209,Notre Dame NCAA,34,22,12,0.647,11.18,6.47,,13,5,,16,1,,5,5,,2257,2097,,1380,791,1912,0.414,168,535,0.314,345,489,0.706,381,1167,421,186,98,367,607
210,Oakland,36,20,16,0.556,0.29,-0.54,,11,7,,12,5,,8,9,,2875,2831,,1455,1031,2114,0.488,288,729,0.395,481,657,0.732,355,1222,536,208,122,474,724
211,Ohio NCAA,37,29,8,0.784,7.17,0.17,,11,5,,16,1,,8,6,,2597,2311,,1490,775,1880,0.412,198,673,0.294,563,787,0.715,416,1297,415,221,127,644,696
212,Ohio State NCAA,39,31,8,0.795,23.95,9.07,,13,5,,17,2,,7,4,,2913,2333,,1560,840,2062,0.407,234,721,0.325,419,599,0.699,327,1159,397,192,117,577,732
213,Oklahoma,31,15,16,0.484,7.28,6.67,,5,13,,11,5,,1,8,,2142,2123,,1245,747,1738,0.43,228,669,0.341,401,559,0.717,334,1043,438,190,85,424,540
214,Oklahoma State,33,15,18,0.455,7.02,8.95,,7,11,,11,4,,2,8,,2209,2249,,1335,800,1873,0.427,183,581,0.315,464,673,0.689,400,1239,396,211,103,420,600
215,Old Dominion,36,22,14,0.611,4.08,0.36,,13,5,,12,7,,8,4,,2368,2234,,1470,756,1882,0.402,219,689,0.318,503,744,0.676,376,1227,428,260,143,544,674
216,Oral Roberts,34,27,7,0.794,5.24,-1.5,,17,1,,15,1,,10,4,,2467,2238,,1375,821,1752,0.469,189,517,0.366,407,568,0.717,290,963,424,224,84,463,661
217,Oregon,34,24,10,0.706,10.19,4.72,,13,5,,17,3,,7,5,,2527,2341,,1360,860,1962,0.438,203,594,0.342,418,617,0.677,376,1105,429,203,109,428,655
218,Oregon State,36,21,15,0.583,8.84,3.38,,7,11,,14,6,,4,7,,2841,2617,,1470,932,2047,0.455,237,611,0.388,516,772,0.668,422,1246,470,229,112,598,755
219,Pacific,30,11,19,0.367,-8.04,-2.61,,6,10,,8,7,,3,11,,1888,2022,,1210,697,1603,0.435,237,665,0.356,391,548,0.714,348,1086,394,173,106,394,546
220,Penn State,32,12,20,0.375,3.72,7.75,,4,14,,10,7,,1,10,,1977,2106,,1280,667,1538,0.434,257,673,0.382,515,696,0.74,266,1024,418,176,146,438,571
221,Pennsylvania,33,20,13,0.606,1.12,-0.1,,11,3,,12,7,,8,5,,2146,2106,,1335,707,1657,0.427,192,564,0.34,500,700,0.714,341,1099,388,182,114,464,530
222,Pepperdine,29,10,19,0.345,-7.4,-0.23,,4,12,,6,7,,4,10,,1719,1911,,1164,654,1529,0.428,182,531,0.343,421,612,0.688,287,964,373,201,122,295,529
223,Pittsburgh,39,22,17,0.564,9.43,5.89,,5,13,,15,7,,5,9,,2692,2554,,1565,915,2077,0.441,229,686,0.334,495,694,0.713,393,1158,517,235,154,431,641
224,Portland,31,7,24,0.226,-7.88,3.82,,3,13,,3,9,,1,14,,2018,2357,,1245,801,1732,0.462,203,558,0.364,552,790,0.699,338,1047,445,276,121,361,533
225,Portland State,32,17,15,0.531,-4.04,-4.07,,10,6,,10,3,,5,11,,2438,2345,,1285,872,1915,0.455,201,600,0.335,400,544,0.735,339,1016,447,189,82,365,590
226,Prairie View,32,14,18,0.438,-16.87,-10.29,,10,8,,8,3,,4,11,,2016,2101,,1280,722,1742,0.414,177,567,0.312,480,715,0.671,329,1192,398,228,110,518,590
227,Presbyterian,29,14,15,0.483,-6.76,-4.65,,8,10,,7,8,,7,7,,1889,1918,,1165,716,1537,0.466,147,418,0.352,339,482,0.703,275,856,273,166,78,308,499
228,Princeton,32,20,12,0.625,2.57,-1,,10,4,,10,2,,9,9,,2141,1999,,1300,731,1723,0.424,147,430,0.342,390,595,0.655,329,1051,311,196,103,385,504
229,Providence,32,15,17,0.469,4.16,4.56,,4,14,,11,6,,4,8,,2203,2216,,1285,808,1908,0.423,212,628,0.338,388,567,0.684,426,1152,466,187,147,352,589
230,Purdue NCAA,35,22,13,0.629,13.88,8.05,,10,8,,13,4,,5,5,,2514,2310,,1400,826,1870,0.442,216,628,0.344,442,632,0.699,352,1192,434,137,114,440,616
231,Purdue Fort Wayne,30,11,19,0.367,-8.79,-2.05,,5,13,,8,5,,3,13,,2100,2242,,1205,769,1647,0.467,220,575,0.383,484,685,0.707,279,981,427,218,101,414,575
232,Quinnipiac,32,18,14,0.563,-2.01,-5.8,,10,8,,9,4,,9,9,,2271,2150,,1290,723,1770,0.408,203,582,0.349,501,735,0.682,330,1057,400,175,96,401,679
233,Radford,32,6,26,0.188,-13.14,-3.34,,2,16,,5,11,,1,13,,1959,2195,,1280,726,1622,0.448,166,456,0.364,577,811,0.711,350,1173,365,219,134,484,518
234,Rhode Island,31,7,24,0.226,-3.78,3.1,,4,12,,4,11,,2,13,,2126,2339,,1270,839,1766,0.475,215,606,0.355,446,631,0.707,322,1083,502,246,114,409,583
235,Rice,35,19,16,0.543,1.42,1.1,,8,8,,12,6,,7,7,,2438,2322,,1405,804,1965,0.409,229,644,0.356,485,703,0.69,353,1222,404,243,118,472,650
236,Richmond,32,16,16,0.5,4.71,2.9,,7,9,,11,4,,4,11,,2207,2149,,1285,771,1752,0.44,143,443,0.323,464,623,0.745,387,1148,364,167,102,414,569
237,Rider,32,13,19,0.406,-5.4,-2.4,,10,8,,8,5,,5,10,,2291,2387,,1295,838,1923,0.436,269,751,0.358,442,643,0.687,416,1168,515,239,83,410,607
238,Robert Morris,37,26,11,0.703,0.67,-4.3,,13,5,,11,3,,14,8,,2532,2348,,1485,764,1778,0.43,234,665,0.352,586,848,0.691,355,1133,443,232,128,574,723
239,Rutgers,32,14,18,0.438,5.42,5.76,,6,12,,11,7,,2,8,,2095,2106,,1295,689,1640,0.42,202,599,0.337,526,760,0.692,379,1088,427,211,132,502,546
240,Sacramento State,28,10,18,0.357,-9.67,-5.71,,5,11,,6,9,,4,9,,1875,1936,,1120,670,1492,0.449,176,490,0.359,420,599,0.701,270,891,395,193,88,333,515
241,Sacred Heart,32,14,18,0.438,-6.87,-5.56,,8,10,,7,6,,5,11,,2277,2319,,1300,816,1841,0.443,236,660,0.358,451,645,0.699,371,1076,431,243,90,445,544
242,Saint Francis (PA),29,6,23,0.207,-13.18,-4.42,,5,13,,5,8,,1,15,,1763,2017,,1160,726,1567,0.463,189,517,0.366,376,529,0.711,356,988,429,217,87,395,499
243,Saint Joseph's,34,20,14,0.588,8.25,4.25,,9,7,,13,4,,5,8,,2446,2310,,1385,835,2090,0.4,232,662,0.35,408,575,0.71,423,1188,428,210,98,353,610
244,Saint Louis NCAA,34,26,8,0.765,15.15,4.06,,12,4,,15,1,,6,5,,2336,1960,,1365,691,1668,0.414,134,425,0.315,444,618,0.718,309,1059,306,177,123,500,616
245,Saint Mary's (CA) NCAA,33,27,6,0.818,11.26,0.78,,14,2,,16,1,,8,3,,2467,2068,,1325,771,1802,0.428,176,490,0.359,350,523,0.669,298,973,385,185,79,393,623
246,Saint Peter's,31,5,26,0.161,-13.37,-2.44,,4,14,,3,10,,2,13,,1799,2138,,1240,710,1599,0.444,196,537,0.365,522,728,0.717,369,1114,410,257,116,463,489
247,Sam Houston,32,13,19,0.406,-9.09,-3.2,,7,9,,8,7,,5,9,,1875,1941,,1285,674,1650,0.408,182,552,0.33,411,626,0.657,326,1069,447,224,93,459,626
248,Samford,30,11,19,0.367,-8.68,-2.96,,8,10,,7,8,,4,10,,1984,2092,,1210,728,1689,0.431,250,694,0.36,386,554,0.697,383,1081,421,188,67,365,502
249,San Diego,31,13,18,0.419,-3.76,0.87,,7,9,,6,8,,4,8,,2079,2179,,1245,770,1702,0.452,199,543,0.366,440,618,0.712,329,1073,430,211,115,437,547
250,San Diego State NCAA,34,26,8,0.765,9.04,3.79,,10,4,,17,2,,7,4,,2416,2166,,1380,778,1921,0.405,234,693,0.338,376,545,0.69,320,1103,414,185,106,435,626
251,San Francisco,34,20,14,0.588,1.9,-0.17,,8,8,,12,5,,5,6,,2563,2415,,1370,857,1852,0.463,248,667,0.372,453,585,0.774,289,1098,483,196,122,533,639
252,San Jose State,31,9,22,0.29,-7.86,-1.19,,1,13,,6,8,,2,13,,2099,2261,,1270,806,1789,0.451,228,644,0.354,421,594,0.709,364,1164,484,152,100,380,561
253,Santa Clara,30,8,22,0.267,-6.79,0.96,,0,16,,6,9,,0,11,,2085,2245,,1210,742,1602,0.463,172,469,0.367,589,800,0.736,320,1100,391,154,103,370,557
254,Savannah State,33,21,12,0.636,-3.59,-5.92,,14,2,,14,1,,6,10,,2089,1949,,1325,677,1589,0.426,118,398,0.296,477,716,0.666,297,1037,320,233,160,532,634
255,Seattle,27,12,15,0.444,-4.18,-2.76,,,,,9,6,,2,9,,2065,2025,,1085,674,1607,0.419,212,619,0.342,465,683,0.681,302,1012,343,212,95,410,434
256,Seton Hall,34,21,13,0.618,10.23,5.7,,8,10,,14,4,,4,7,,2324,2170,,1375,757,1836,0.412,193,636,0.303,463,646,0.717,357,1159,415,200,165,493,589
257,Siena,31,14,17,0.452,-5.71,-2.94,,8,10,,10,4,,3,10,,1975,2061,,1245,743,1833,0.405,243,663,0.367,332,460,0.722,364,1074,440,234,114,366,517
258,South Alabama,29,17,12,0.586,-2.81,-1.98,,8,8,,9,5,,6,6,,1935,1947,,1175,692,1670,0.414,201,580,0.347,362,516,0.702,347,933,382,220,155,365,550
259,South Carolina,31,10,21,0.323,2.65,6.27,,2,14,,9,9,,1,9,,1903,2015,,1245,690,1546,0.446,196,517,0.379,439,624,0.704,353,1032,420,186,135,440,474
260,South Carolina State,31,5,26,0.161,-20.8,-6.11,,0,16,,4,9,,1,16,,2001,2391,,1250,879,1862,0.472,222,579,0.383,411,656,0.627,404,1187,483,251,119,404,575
261,South Carolina Upstate,34,21,13,0.618,-0.16,-1.6,,13,5,,13,1,,7,10,,2426,2321,,1365,807,1788,0.451,197,578,0.341,510,744,0.685,352,1112,413,240,110,568,630
262,South Dakota,28,10,18,0.357,-9.56,-2.88,,5,13,,7,7,,3,11,,1982,2101,,1130,776,1693,0.458,201,532,0.378,348,472,0.737,295,1010,475,170,77,335,473
263,South Dakota State NCAA,35,27,8,0.771,7.34,-1.87,,15,3,,14,0,,8,7,,2689,2329,,1415,871,1942,0.449,199,611,0.326,388,564,0.688,327,1127,427,196,88,455,677
264,South Florida NCAA,36,22,14,0.611,9.2,7.29,,12,6,,14,2,,5,8,,2134,2037,,1450,721,1866,0.386,179,600,0.298,416,589,0.706,373,1093,402,248,118,397,586
265,Southeast Missouri State,31,15,16,0.484,-6.12,-5.33,,9,7,,10,4,,4,11,,2192,2170,,1245,746,1701,0.439,187,485,0.386,491,678,0.724,323,1009,348,197,99,337,549
266,Southeastern Louisiana,29,12,17,0.414,-11.94,-6.44,,5,11,,11,4,,1,13,,1738,1795,,1180,639,1556,0.411,126,435,0.29,391,602,0.65,315,1004,302,178,95,405,535
267,Southern,31,17,14,0.548,-16.17,-11.35,,13,5,,9,2,,6,10,,1879,1981,,1255,672,1737,0.387,164,499,0.329,473,733,0.645,429,1221,286,226,89,411,540
268,Southern California,32,6,26,0.188,-0.51,6.58,,1,17,,4,13,,1,11,,1683,1910,,1290,686,1579,0.434,160,469,0.341,378,524,0.721,338,1160,359,149,95,480,491
269,Southern Illinois,31,8,23,0.258,-3.51,3.12,,5,13,,6,8,,2,11,,1944,2144,,1250,706,1507,0.468,171,429,0.399,561,799,0.702,292,1047,353,210,87,465,554
270,SIU Edwardsville,27,10,17,0.37,-13.3,-5.5,,6,10,,7,6,,3,9,,1775,1924,,1080,689,1553,0.444,157,499,0.315,389,532,0.731,320,963,395,181,76,352,475
271,Southern Methodist,32,13,19,0.406,-1.26,1.34,,4,12,,9,5,,3,9,,1909,1922,,1300,666,1563,0.426,203,660,0.308,387,562,0.689,326,1075,363,207,75,459,547
272,Southern Mississippi NCAA,34,25,9,0.735,7.79,3.61,,11,5,,15,0,,7,6,,2426,2212,,1395,766,1727,0.444,179,515,0.348,501,689,0.727,295,1091,374,162,158,486,689
273,Southern Utah,31,14,17,0.452,-6.22,-3.18,,8,10,,7,6,,4,10,,2038,2106,,1255,715,1570,0.455,177,511,0.346,499,722,0.691,280,915,328,200,79,401,594
274,St. Bonaventure NCAA,32,20,12,0.625,8.25,2.84,,10,6,,11,2,,6,8,,2254,2081,,1295,719,1723,0.417,185,568,0.326,458,642,0.713,328,967,391,221,88,400,622
275,St. Francis (NY),30,15,15,0.5,-6.02,-6.75,,12,6,,8,4,,7,10,,2084,2062,,1205,711,1621,0.439,138,456,0.303,502,746,0.673,308,1019,338,203,81,448,574
276,St. John's (NY),32,13,19,0.406,2.63,6.98,,6,12,,11,8,,2,10,,2129,2268,,1285,830,1885,0.44,234,691,0.339,374,541,0.691,453,1216,516,214,142,463,607
277,Stanford,37,26,11,0.703,12.64,3.99,,10,8,,17,3,,5,6,,2657,2337,,1505,821,1987,0.413,207,618,0.335,488,751,0.65,362,1202,396,245,143,560,708
278,Stephen F. Austin,32,20,12,0.625,-1.46,-5.67,,12,4,,12,3,,7,6,,1970,1741,,1290,609,1491,0.408,163,489,0.333,360,548,0.657,248,892,305,217,103,490,593
279,Stetson,29,9,20,0.31,-7.48,-0.66,,6,12,,6,6,,3,12,,2089,2275,,1175,844,1821,0.463,202,560,0.361,385,584,0.659,372,1050,453,267,80,399,493
280,Stony Brook,32,22,10,0.688,-0.45,-6.22,,14,2,,13,1,,7,8,,2125,1892,,1285,677,1615,0.419,221,631,0.35,317,450,0.704,259,936,379,191,91,434,567
281,Syracuse NCAA,37,34,3,0.919,21.12,8.02,,17,1,,19,0,,9,1,,2742,2257,,1485,795,2064,0.385,235,747,0.315,432,639,0.676,541,1348,497,195,100,591,638
282,TCU,33,18,15,0.545,1.72,3.44,,7,7,,14,3,,3,9,,2382,2379,,1345,842,1762,0.478,194,519,0.374,501,724,0.692,313,1126,486,186,108,514,614
283,Temple NCAA,32,24,8,0.75,10.44,4.94,,13,3,,10,1,,10,4,,2401,2225,,1305,806,1855,0.435,181,532,0.34,432,615,0.702,364,1088,385,183,110,428,553
284,Tennessee,34,19,15,0.559,9.49,6.58,,10,6,,15,4,,4,8,,2338,2216,,1385,785,1905,0.412,181,532,0.34,465,673,0.691,372,1145,372,244,131,407,632
285,Tennessee State,33,20,13,0.606,-3.06,-2.73,,11,5,,11,2,,7,9,,2250,2199,,1345,765,1735,0.441,222,623,0.356,447,648,0.69,322,1050,405,220,113,521,655
286,Tennessee Tech,33,19,14,0.576,-3.81,-3.06,,9,7,,9,5,,7,8,,2365,2357,,1330,819,1809,0.453,219,588,0.372,500,683,0.732,345,1048,438,227,90,503,666
287,Tennessee-Martin,31,4,27,0.129,-17.09,-3.15,,0,16,,2,12,,2,15,,1943,2327,,1255,849,1682,0.505,166,457,0.363,463,672,0.689,336,1062,486,240,138,405,551
288,Texas NCAA,34,20,14,0.588,14,8.12,,9,9,,15,3,,4,7,,2470,2270,,1370,774,1862,0.416,199,572,0.348,523,772,0.677,409,1134,379,197,115,460,712
289,Texas A&M,32,14,18,0.438,5.57,6.54,,4,14,,11,7,,2,8,,1956,1968,,1285,672,1641,0.41,172,547,0.314,452,635,0.712,298,1033,380,206,107,389,536
290,Texas A&M-Corpus Christi,30,6,24,0.2,-12.21,-3.04,,4,12,,3,9,,3,13,,1755,2030,,1210,696,1600,0.435,175,502,0.349,463,699,0.662,341,1112,367,208,116,402,541
291,Texas Southern,33,15,18,0.455,-10.26,-8.68,,12,6,,9,1,,4,16,,2021,2073,,1330,727,1797,0.405,226,683,0.331,393,613,0.641,412,1151,474,253,131,531,625
292,Texas State,30,13,17,0.433,-8.66,-5.31,,5,11,,9,5,,3,11,,2292,2243,,1200,776,1739,0.446,177,504,0.351,514,770,0.668,375,1165,430,212,96,527,614
293,Texas Tech,31,8,23,0.258,-2.61,6.1,,1,17,,7,8,,1,11,,1844,2114,,1245,685,1620,0.423,184,547,0.336,560,776,0.722,344,1005,360,246,99,388,580
