,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Opponent,,,,,,,,,,,,,,,,
147,Louisiana-Monroe,27,4,23,0.148,-13.95,-1.43,,3,17,,3,9,,1,13,,1621,1959,,1090,680,1449,0.469,191,528,0.362,408,574,0.711,286,937,376,220,134,399,408
148,Louisville NCAA,40,35,5,0.875,24.82,9.14,,14,4,,15,1,,8,3,,2978,2351,,1625,825,2089,0.395,221,696,0.318,480,730,0.658,469,1327,410,224,131,730,766
149,Loyola (IL),31,15,16,0.484,-1.02,-2.29,,5,11,,8,6,,6,9,,1995,1934,,1245,709,1642,0.432,173,514,0.337,343,492,0.697,275,947,358,210,126,366,542
150,Loyola (MD),35,23,12,0.657,1.35,-2.08,,12,6,,13,3,,7,8,,2341,2221,,1420,768,1855,0.414,164,547,0.3,521,786,0.663,436,1188,376,183,149,477,665
151,Loyola Marymount,34,11,23,0.324,-3.1,2.81,,1,15,,5,9,,2,12,,2202,2338,,1375,802,1809,0.443,244,647,0.377,490,731,0.67,361,1190,469,231,112,478,603
152,Maine,30,11,19,0.367,-9.55,-4.1,,6,10,,8,4,,3,15,,1988,2091,,1200,740,1772,0.418,204,573,0.356,407,588,0.692,349,1088,378,228,79,366,482
153,Manhattan,32,14,18,0.438,-1.96,-0.36,,9,9,,7,4,,5,11,,1865,1916,,1290,622,1539,0.404,176,505,0.349,496,716,0.693,334,1037,362,225,123,466,659
154,Marist,31,10,21,0.323,-6.33,-1.62,,6,12,,6,7,,3,11,,2045,2191,,1255,799,1802,0.443,200,545,0.367,393,577,0.681,358,1152,408,240,104,403,598
155,Marquette NCAA,35,26,9,0.743,14.05,8.59,,14,4,,16,0,,5,6,,2382,2191,,1420,776,1922,0.404,223,690,0.323,416,610,0.682,407,1079,462,229,132,439,657
156,Marshall,32,13,19,0.406,-3.61,0.94,,6,10,,11,4,,1,11,,2208,2327,,1290,824,1871,0.44,203,549,0.37,476,716,0.665,417,1169,467,275,89,422,650
157,Maryland,38,25,13,0.658,11.39,4.68,,8,10,,18,3,,4,7,,2688,2433,,1525,865,2249,0.385,231,763,0.303,472,667,0.708,415,1209,443,259,151,404,617
158,Maryland-Baltimore County,31,8,23,0.258,-12.48,-3.68,,5,11,,6,8,,1,14,,1970,2216,,1260,760,1674,0.454,181,589,0.307,515,746,0.69,335,1152,428,233,91,435,506
159,Maryland-Eastern Shore,28,2,26,0.071,-19.66,-5.16,,2,14,,2,6,,0,15,,1535,1941,,1130,712,1499,0.475,187,515,0.363,330,498,0.663,296,987,422,203,128,390,458
160,Massachusetts,33,21,12,0.636,5.84,4.57,,9,7,,10,5,,8,4,,2408,2366,,1325,833,1976,0.422,209,645,0.324,491,691,0.711,404,1204,460,235,108,442,613
161,McNeese State,31,14,17,0.452,-11.5,-4.64,,7,11,,9,5,,4,11,,2055,2172,,1271,776,1796,0.432,172,530,0.325,448,644,0.696,422,1220,439,184,108,410,487
162,Memphis NCAA,36,31,5,0.861,12.28,2.73,,16,0,,17,1,,9,1,,2681,2337,,1450,825,2038,0.405,204,619,0.33,481,711,0.677,413,1205,413,266,120,557,674
163,Mercer,36,24,12,0.667,0.94,-3.82,,14,4,,13,0,,9,8,,2371,2135,,1450,719,1820,0.395,227,683,0.332,470,713,0.659,391,1165,378,207,104,511,621
164,Miami (FL) NCAA,36,29,7,0.806,16.98,7.87,,15,3,,14,1,,10,3,,2509,2181,,1445,795,1987,0.4,226,694,0.326,365,562,0.649,365,1175,389,193,105,425,623
165,Miami (OH),31,9,22,0.29,-6.62,-0.25,,3,13,,5,8,,4,13,,1954,2128,,1245,747,1600,0.467,227,611,0.372,407,600,0.678,326,1057,444,225,116,468,531
166,Michigan NCAA,39,31,8,0.795,21.29,10.05,,12,6,,17,1,,5,5,,2932,2467,,1575,941,2221,0.424,242,745,0.325,343,503,0.682,396,1251,494,209,124,470,604
167,Michigan State NCAA,36,27,9,0.75,18.63,10.55,,13,5,,17,1,,6,5,,2448,2129,,1440,758,1943,0.39,199,664,0.3,414,621,0.667,353,1089,390,267,123,447,618
168,Middle Tennessee NCAA,34,28,6,0.824,11.18,-1.5,,19,1,,15,0,,11,3,,2405,1974,,1370,674,1704,0.396,164,541,0.303,462,729,0.634,341,1048,312,221,95,530,670
169,Milwaukee,32,8,24,0.25,-10.31,-0.25,,3,13,,7,7,,1,15,,2007,2264,,1300,842,1867,0.451,183,571,0.32,397,567,0.7,381,1214,456,246,120,384,600
170,Minnesota NCAA,34,21,13,0.618,16.84,10.31,,8,10,,15,2,,3,8,,2337,2115,,1365,720,1813,0.397,213,629,0.339,462,666,0.694,401,1048,405,260,118,438,650
171,Mississippi NCAA,36,27,9,0.75,14.44,4.17,,12,6,,16,1,,6,6,,2779,2409,,1455,865,2122,0.408,241,771,0.313,438,660,0.664,432,1351,472,208,117,552,728
172,Mississippi State,32,10,22,0.313,-4.52,4.36,,4,14,,7,7,,1,11,,1940,2224,,1290,829,1890,0.439,229,689,0.332,337,487,0.692,408,1191,469,271,153,490,577
173,Mississippi Valley State,28,5,23,0.179,-19.14,-8.29,,5,13,,4,5,,1,16,,1765,2069,,1125,739,1585,0.466,154,435,0.354,437,683,0.64,359,1107,363,220,117,442,571
174,Missouri NCAA,34,23,11,0.676,15.42,6.01,,11,7,,17,0,,2,8,,2588,2268,,1370,812,2015,0.403,234,704,0.332,410,598,0.686,373,1092,376,217,113,410,609
175,Missouri State,33,11,22,0.333,-2.8,4.65,,7,11,,8,7,,2,12,,1966,2136,,1330,748,1652,0.453,190,578,0.329,450,637,0.706,307,1130,418,157,107,402,561
176,Monmouth,31,10,21,0.323,-12.01,-4.17,,5,13,,5,8,,3,13,,2009,2252,,1240,771,1676,0.46,232,644,0.36,478,696,0.687,359,1184,470,222,172,559,559
177,Montana NCAA,32,25,7,0.781,-1.19,-4.29,,19,1,,15,1,,10,4,,2238,2096,,1305,745,1733,0.43,176,525,0.335,430,606,0.71,334,1044,362,186,88,387,539
178,Montana State,30,13,17,0.433,-11,-6.78,,10,10,,10,6,,3,10,,2118,2181,,1220,762,1585,0.481,213,560,0.38,444,606,0.733,275,1034,407,193,91,447,535
179,Morehead State,33,15,18,0.455,-5.34,-1.79,,8,8,,10,5,,3,12,,2396,2408,,1340,752,1654,0.455,207,575,0.36,697,960,0.726,307,1027,475,265,135,566,611
180,Morgan State,32,17,15,0.531,-5.38,-7.5,,10,6,,5,4,,8,9,,2162,2094,,1300,731,1800,0.406,169,553,0.306,463,688,0.673,412,1139,358,230,108,476,585
181,Mount St. Mary's,32,18,14,0.563,-5.83,-4.08,,11,7,,10,2,,8,12,,2233,2289,,1285,853,1671,0.51,157,402,0.391,426,639,0.667,317,1115,439,192,77,520,547
182,Murray State,31,21,10,0.677,1.25,-2.86,,10,6,,10,4,,8,4,,2257,2071,,1260,733,1752,0.418,185,559,0.331,420,576,0.729,349,1049,391,207,80,436,620
183,Navy,31,8,23,0.258,-11.29,-4.42,,2,12,,5,9,,2,13,,1709,1888,,1245,652,1525,0.428,194,609,0.319,390,577,0.676,325,1110,400,160,96,409,482
184,NC State NCAA,35,24,11,0.686,14.34,7.19,,11,7,,16,1,,3,7,,2708,2458,,1405,899,2145,0.419,209,693,0.302,451,621,0.726,430,1176,410,209,124,400,641
185,Nebraska,33,15,18,0.455,4.4,9.58,,5,13,,11,7,,2,9,,1923,2094,,1320,736,1695,0.434,177,530,0.334,445,659,0.675,331,1161,366,172,136,368,488
186,Nevada,31,12,19,0.387,0.35,5.25,,3,13,,10,7,,2,11,,2092,2229,,1250,775,1711,0.453,218,584,0.373,461,678,0.68,328,1081,453,205,122,392,585
187,Nevada-Las Vegas NCAA,35,25,10,0.714,12.81,5.6,,10,6,,17,2,,6,6,,2498,2206,,1405,794,2039,0.389,203,650,0.312,415,599,0.693,361,1181,404,227,88,454,641
188,New Hampshire,29,9,20,0.31,-8.24,-4.17,,5,11,,6,6,,3,13,,1745,1819,,1169,639,1565,0.408,137,487,0.281,404,570,0.709,300,1069,293,185,84,358,504
189,New Mexico NCAA,35,29,6,0.829,13.24,6.59,,13,3,,15,1,,8,4,,2355,2122,,1410,760,1944,0.391,263,761,0.346,337,500,0.674,342,1151,440,189,101,445,693
190,New Mexico State NCAA,35,24,11,0.686,5.09,0.68,,14,4,,15,1,,6,8,,2355,2175,,1410,780,1949,0.4,193,582,0.332,422,590,0.715,372,1092,368,215,110,432,711
191,New Orleans,26,8,18,0.308,-21.28,-6.14,,,,,8,4,,0,13,,1791,1958,,1065,694,1525,0.455,160,472,0.339,410,614,0.668,326,982,399,238,86,431,477
192,Niagara,33,19,14,0.576,0.59,-1.14,,13,5,,11,4,,7,8,,2436,2379,,1340,818,1812,0.451,237,649,0.365,506,736,0.688,372,1228,450,185,127,520,607
193,Nicholls State,30,9,21,0.3,-10.56,-5,,8,10,,5,5,,4,13,,2020,2187,,1216,784,1661,0.472,163,446,0.365,456,652,0.699,344,1072,402,203,131,427,568
194,NJIT,29,16,13,0.552,-8.34,-9.02,,6,2,,12,3,,4,9,,2042,1869,,1190,628,1647,0.381,182,558,0.326,431,633,0.681,353,1041,367,182,150,447,556
195,Norfolk State,33,21,12,0.636,-5.76,-6.54,,16,0,,11,0,,10,9,,2188,2162,,1325,756,1875,0.403,170,580,0.293,480,721,0.666,441,1241,366,237,133,499,591
196,North Carolina NCAA,36,25,11,0.694,14.57,8.06,,12,6,,14,2,,7,6,,2762,2492,,1445,918,2170,0.423,248,717,0.346,408,581,0.702,417,1328,439,244,134,558,598
197,North Carolina A&T NCAA,37,20,17,0.541,-6.93,-6.29,,8,8,,9,3,,5,12,,2299,2291,,1485,763,1965,0.388,240,750,0.32,525,804,0.653,445,1349,435,251,132,589,687
198,North Carolina Central,31,22,9,0.71,-2.22,-7.04,,15,1,,12,2,,9,5,,2079,1758,,1240,609,1552,0.392,160,554,0.289,380,595,0.639,323,946,324,212,101,496,573
199,North Dakota,33,16,17,0.485,-8.66,-5.46,,12,8,,9,5,,6,11,,2222,2243,,1325,805,1864,0.432,197,586,0.336,436,606,0.719,373,1184,398,229,132,459,589
200,North Dakota State,34,24,10,0.706,5.21,-4.01,,12,4,,12,1,,7,8,,2282,1908,,1370,655,1694,0.387,178,561,0.317,420,598,0.702,281,991,340,188,99,388,512
201,North Florida,32,13,19,0.406,-7.09,-2.96,,8,10,,7,4,,4,14,,2121,2235,,1280,810,1841,0.44,155,444,0.349,460,670,0.687,428,1174,374,241,117,403,515
202,North Texas,32,12,20,0.375,-6.38,-2.71,,7,13,,8,7,,2,11,,2117,2201,,1295,778,1865,0.417,209,581,0.36,436,629,0.693,387,1155,379,216,115,409,594
203,Northeastern,33,20,13,0.606,-1.34,-1.91,,14,4,,7,8,,10,3,,2273,2254,,1350,840,1798,0.467,198,591,0.335,376,523,0.719,368,1085,419,232,116,480,590
204,Northern Arizona,32,11,21,0.344,-12.15,-3.69,,8,12,,6,6,,4,13,,2140,2411,,1305,841,1793,0.469,224,612,0.366,505,695,0.727,326,1150,446,258,129,452,548
205,Northern Colorado,31,13,18,0.419,-7.76,-5.31,,10,10,,8,5,,4,13,,2184,2181,,1245,778,1721,0.452,223,652,0.342,402,568,0.708,309,1002,427,188,99,385,498
206,Northern Illinois,30,5,25,0.167,-12,-2.2,,3,13,,3,11,,2,14,,1619,1885,,1205,594,1379,0.431,202,589,0.343,495,702,0.705,258,989,337,200,117,425,504
207,Northern Iowa,36,21,15,0.583,8.58,5.21,,11,7,,16,4,,5,6,,2400,2229,,1455,821,1928,0.426,231,672,0.344,356,502,0.709,322,1157,380,228,87,458,623
208,Northern Kentucky,27,11,16,0.407,-7.55,-5.15,,9,9,,5,4,,6,9,,1582,1647,,1080,579,1319,0.439,155,462,0.335,334,471,0.709,257,907,316,133,84,342,426
209,Northwestern,32,13,19,0.406,5.36,8.29,,4,14,,8,11,,3,7,,1943,2037,,1285,723,1690,0.428,182,526,0.346,409,639,0.64,393,1199,426,185,122,375,557
210,Northwestern State NCAA,32,23,9,0.719,0.39,-3.79,,15,3,,13,1,,8,7,,2559,2285,,1280,823,1934,0.426,169,516,0.328,470,750,0.627,453,1249,396,221,76,535,640
211,Notre Dame NCAA,35,25,10,0.714,13.76,7.24,,11,7,,17,2,,4,5,,2450,2222,,1440,845,2011,0.42,191,587,0.325,341,494,0.69,368,1120,513,200,122,358,606
212,Oakland,33,16,17,0.485,-4.38,-1.61,,10,6,,10,2,,5,14,,2444,2485,,1330,890,1804,0.493,262,719,0.364,443,633,0.7,295,1106,524,192,133,483,619
213,Ohio,34,24,10,0.706,6.95,-1.05,,14,2,,16,2,,7,7,,2464,2192,,1370,743,1747,0.425,172,520,0.331,534,801,0.667,397,1206,408,220,91,591,581
214,Ohio State NCAA,37,29,8,0.784,20.19,9.33,,13,5,,16,2,,5,5,,2599,2197,,1485,776,1963,0.395,230,710,0.324,415,580,0.716,360,1196,373,162,105,493,631
215,Oklahoma NCAA,32,20,12,0.625,11.4,7.08,,11,7,,12,2,,5,7,,2260,2122,,1290,760,1819,0.418,205,624,0.329,397,572,0.694,363,1121,381,205,88,423,578
216,Oklahoma State NCAA,33,24,9,0.727,15.57,6.72,,13,5,,15,2,,5,5,,2371,2079,,1345,716,1838,0.39,204,631,0.323,443,645,0.687,376,1152,332,198,93,490,645
217,Old Dominion,30,5,25,0.167,-7.56,-1.53,,3,15,,2,15,,2,10,,1947,2128,,1205,731,1611,0.454,222,568,0.391,444,631,0.704,331,1020,433,192,130,406,542
218,Omaha,31,11,20,0.355,-15.19,-3.91,,6,10,,7,6,,3,13,,2215,2548,,1240,948,1935,0.49,255,659,0.387,397,563,0.705,394,1171,492,239,81,398,507
219,Oral Roberts,35,20,15,0.571,-0.27,-3.03,,13,5,,10,4,,9,8,,2484,2341,,1411,885,2018,0.439,204,580,0.352,367,553,0.664,388,1111,478,245,131,449,642
220,Oregon NCAA,37,28,9,0.757,13.78,5.73,,12,6,,17,2,,6,5,,2650,2352,,1505,845,2039,0.414,203,608,0.334,459,679,0.676,350,1161,401,248,109,569,697
221,Oregon State,32,14,18,0.438,6.01,4.26,,4,14,,9,8,,3,7,,2304,2248,,1285,823,1908,0.431,206,599,0.344,396,574,0.69,379,1134,433,206,114,389,585
222,Pacific NCAA,35,22,13,0.629,1.67,0.76,,13,5,,13,2,,4,9,,2344,2238,,1405,760,1799,0.422,243,693,0.351,475,667,0.712,338,1133,423,182,97,449,623
223,Penn State,31,10,21,0.323,2.86,9.47,,2,16,,8,9,,1,9,,1910,2115,,1250,669,1563,0.428,206,599,0.344,571,799,0.715,276,1040,383,180,118,354,579
224,Pennsylvania,31,9,22,0.29,-6.95,-1.47,,6,8,,5,7,,4,12,,1947,2117,,1245,690,1641,0.42,189,549,0.344,548,738,0.743,345,1090,377,236,128,449,537
225,Pepperdine,30,12,18,0.4,-3.85,0.94,,4,12,,6,7,,5,10,,1883,2021,,1220,702,1685,0.417,205,579,0.354,412,576,0.715,351,1006,399,214,83,346,493
226,Pittsburgh NCAA,33,24,9,0.727,18.84,5.66,,12,6,,16,3,,6,3,,2282,1847,,1335,627,1598,0.392,172,565,0.304,421,582,0.723,316,942,335,181,123,444,587
227,Portland,32,11,21,0.344,-5.82,3.24,,4,12,,8,8,,2,11,,1951,2189,,1285,769,1758,0.437,218,598,0.365,433,617,0.702,322,1039,424,272,97,377,555
228,Portland State,28,8,20,0.286,-10.94,-5.64,,5,15,,8,6,,0,14,,1929,2037,,1125,751,1551,0.484,174,466,0.373,361,508,0.711,287,910,424,183,88,328,452
229,Prairie View,34,15,19,0.441,-15.63,-10.11,,8,10,,9,4,,3,13,,2182,2223,,1366,750,1876,0.4,203,677,0.3,520,799,0.651,403,1239,399,255,106,519,620
230,Presbyterian,32,8,24,0.25,-17.43,-4.67,,4,12,,7,6,,1,15,,1987,2248,,1290,800,1756,0.456,227,603,0.376,421,584,0.721,344,1066,399,216,94,338,440
231,Princeton,28,17,11,0.607,3.17,-1.64,,10,4,,9,4,,8,6,,1803,1635,,1125,578,1363,0.424,119,366,0.325,360,496,0.726,240,803,264,182,81,349,452
232,Providence,34,19,15,0.559,9.3,6.56,,9,9,,14,4,,4,8,,2299,2206,,1375,798,1911,0.418,168,567,0.296,442,631,0.7,390,1177,437,217,132,447,664
233,Purdue,34,16,18,0.471,9.04,7.87,,8,10,,12,7,,4,7,,2252,2212,,1370,782,1929,0.405,191,583,0.328,457,642,0.712,370,1148,432,240,150,384,593
234,Purdue Fort Wayne,33,16,17,0.485,-6.99,-5.31,,7,9,,10,4,,4,10,,2213,2178,,1340,779,1717,0.454,182,564,0.323,438,632,0.693,261,1022,371,208,90,447,590
235,Quinnipiac,31,15,16,0.484,-4.74,-4.9,,11,7,,8,6,,6,8,,2225,2220,,1265,751,1732,0.434,207,548,0.378,511,731,0.699,283,986,389,197,82,336,654
236,Radford,32,13,19,0.406,-10.83,-7.27,,7,9,,8,5,,4,12,,2136,2179,,1300,767,1748,0.439,173,477,0.363,472,687,0.687,343,1188,390,227,125,496,575
237,Rhode Island,29,8,21,0.276,-0.58,4.97,,3,13,,5,10,,3,9,,1786,1947,,1180,672,1559,0.431,176,515,0.342,427,623,0.685,350,1087,348,171,110,366,526
238,Rice,31,5,26,0.161,-11.13,0.01,,1,15,,5,11,,0,11,,1875,2199,,1245,764,1558,0.49,190,515,0.369,481,706,0.681,329,1169,425,189,110,414,491
239,Richmond,34,19,15,0.559,6.92,3.45,,8,8,,15,2,,4,11,,2380,2262,,1385,777,1745,0.445,159,469,0.339,549,751,0.731,383,1175,394,200,97,507,684
240,Rider,34,19,15,0.559,-1.19,-1.63,,12,6,,9,5,,8,9,,2166,2151,,1362,740,1821,0.406,176,611,0.288,493,698,0.706,381,1144,387,242,95,470,634
241,Robert Morris,35,24,11,0.686,0.25,-4.89,,14,4,,13,3,,10,7,,2480,2300,,1405,778,1732,0.449,198,596,0.332,546,796,0.686,354,1171,416,208,87,572,635
242,Rutgers,31,15,16,0.484,5.98,6.79,,5,13,,9,7,,4,8,,2027,2052,,1240,699,1658,0.422,191,594,0.322,463,660,0.702,364,1023,415,198,97,393,531
243,Sacramento State,29,14,15,0.483,-9.5,-6.88,,8,12,,10,4,,4,11,,1876,1904,,1160,690,1598,0.432,210,599,0.351,314,446,0.704,315,1008,425,157,111,349,508
244,Sacred Heart,29,9,20,0.31,-9.75,-3.68,,7,11,,5,7,,3,13,,2036,2212,,1170,772,1707,0.452,204,550,0.371,464,652,0.712,369,1040,431,232,103,364,489
245,Saint Francis (PA),29,5,24,0.172,-15.15,-4.36,,5,13,,3,10,,2,14,,1804,2117,,1180,726,1553,0.467,194,517,0.375,471,620,0.76,317,1017,402,204,94,364,456
246,Saint Joseph's,32,18,14,0.563,7.33,4.05,,8,8,,11,4,,5,8,,2150,2045,,1290,770,1880,0.41,193,614,0.314,312,449,0.695,390,1105,431,193,86,330,549
247,Saint Louis NCAA,35,28,7,0.8,14.35,4.29,,13,3,,17,2,,6,3,,2388,2036,,1410,735,1787,0.411,157,475,0.331,409,625,0.654,340,1151,397,205,124,537,716
248,Saint Mary's (CA) NCAA,35,28,7,0.8,14.46,3.26,,14,2,,16,1,,9,2,,2610,2203,,1405,763,1820,0.419,195,523,0.373,482,669,0.72,286,1000,374,219,96,409,627
249,Saint Peter's,30,9,21,0.3,-9.04,-2.9,,3,15,,5,8,,4,11,,1788,1972,,1210,671,1519,0.442,180,515,0.35,450,632,0.712,300,1041,356,185,122,427,467
250,Sam Houston,34,17,17,0.5,-6.48,-5.19,,8,10,,9,6,,6,10,,2168,2080,,1380,687,1672,0.411,157,518,0.303,549,786,0.698,302,1159,442,193,140,510,638
251,Samford,32,11,21,0.344,-10.02,-4.34,,9,9,,7,6,,4,12,,1957,2114,,1305,745,1656,0.45,199,565,0.352,425,596,0.713,343,1072,410,220,111,402,514
252,San Diego,34,16,18,0.471,-0.6,2.56,,7,9,,10,5,,4,9,,2215,2260,,1370,810,1822,0.445,173,541,0.32,467,660,0.708,377,1153,401,240,132,453,599
253,San Diego State NCAA,34,23,11,0.676,12.95,6.14,,9,7,,14,1,,4,6,,2356,2077,,1365,754,1917,0.393,203,628,0.323,366,540,0.678,341,1128,425,180,102,429,601
254,San Francisco,31,15,16,0.484,2.44,2.85,,7,9,,8,7,,6,5,,2161,2141,,1245,769,1758,0.437,204,596,0.342,399,564,0.707,311,1084,346,168,75,363,540
255,San Jose State,29,9,20,0.31,-9.43,-0.96,,3,14,,5,9,,4,9,,1802,1999,,1165,711,1658,0.429,174,527,0.33,403,562,0.717,321,1066,401,179,148,376,538
256,Santa Clara,38,26,12,0.684,6.54,1.68,,9,7,,15,5,,10,6,,2827,2577,,1530,875,2070,0.423,212,620,0.342,615,854,0.72,434,1321,475,223,102,568,684
257,Savannah State,34,19,15,0.559,-5.4,-4.71,,11,5,,11,3,,7,11,,1931,1887,,1380,639,1635,0.391,129,452,0.285,480,730,0.658,363,1084,353,286,153,567,577
258,Seattle,30,8,22,0.267,-4.56,-1.08,,3,15,,5,11,,3,9,,1966,2058,,1215,691,1696,0.407,197,609,0.323,479,707,0.678,334,1041,357,287,95,430,490
259,Seton Hall,33,15,18,0.455,5.55,5.97,,3,15,,10,7,,2,9,,2136,2150,,1330,735,1781,0.413,192,564,0.34,488,697,0.7,378,1116,418,296,114,419,562
260,Siena,32,8,24,0.25,-10.23,-1.86,,4,14,,4,10,,2,12,,1921,2189,,1290,798,1862,0.429,219,661,0.331,374,515,0.726,387,1097,455,257,144,351,559
261,South Alabama,30,17,13,0.567,-2.88,-2.95,,14,6,,10,3,,7,7,,2060,2040,,1210,720,1707,0.422,160,483,0.331,440,634,0.694,360,1053,319,226,106,443,619
262,South Carolina,32,14,18,0.438,-0.68,2.14,,4,14,,10,8,,1,9,,2115,2205,,1300,759,1681,0.452,179,530,0.338,508,770,0.66,344,1045,418,263,158,452,619
263,South Carolina State,30,6,24,0.2,-18.14,-5.07,,2,14,,5,8,,1,15,,1808,2135,,1215,763,1738,0.439,194,580,0.334,415,612,0.678,398,1125,437,217,117,373,498
264,South Carolina Upstate,33,16,17,0.485,-3.33,-4.53,,9,9,,9,4,,5,11,,2315,2194,,1325,769,1789,0.43,220,647,0.34,436,616,0.708,335,1077,455,223,70,462,562
265,South Dakota,30,10,20,0.333,-7.5,-2.93,,5,11,,5,7,,4,11,,2113,2208,,1200,830,1804,0.46,231,621,0.372,317,466,0.68,331,1043,449,172,84,317,533
266,South Dakota State NCAA,35,25,10,0.714,2.35,-3.27,,13,3,,13,0,,7,9,,2568,2300,,1420,867,1952,0.444,243,676,0.359,323,465,0.695,290,1069,442,217,89,388,603
267,South Florida,31,12,19,0.387,4.31,7.72,,3,15,,10,8,,2,10,,1822,1928,,1270,700,1657,0.422,167,558,0.299,361,505,0.715,358,1119,395,157,136,373,493
268,Southeast Missouri State,33,17,16,0.515,-5.49,-6.04,,8,8,,9,5,,7,8,,2446,2360,,1325,823,2050,0.401,215,665,0.323,499,704,0.709,427,1216,408,216,113,347,550
269,Southeastern Louisiana,31,13,18,0.419,-10.67,-3.77,,10,8,,9,3,,3,14,,1965,2113,,1245,737,1681,0.438,175,461,0.38,464,692,0.671,332,1136,378,165,127,383,557
270,Southern NCAA,33,23,10,0.697,-2.62,-10.32,,15,3,,12,0,,8,8,,2223,1890,,1320,658,1795,0.367,161,559,0.288,413,614,0.673,371,1173,276,167,93,447,564
271,Southern California,32,14,18,0.438,6.26,8.19,,9,9,,10,6,,3,9,,2101,2163,,1300,749,1805,0.415,196,568,0.345,469,678,0.692,335,1131,399,228,99,383,500
272,Southern Illinois,31,14,17,0.452,-0.84,2.26,,6,12,,9,4,,4,11,,1964,2019,,1245,689,1484,0.464,195,523,0.373,446,616,0.724,282,980,402,183,79,479,537
273,SIU Edwardsville,27,9,18,0.333,-11.17,-4.65,,5,11,,8,5,,1,13,,1699,1827,,1080,665,1439,0.462,149,458,0.325,348,512,0.68,270,917,375,180,89,384,468
274,Southern Methodist,32,15,17,0.469,-0.59,-1.34,,5,11,,7,7,,6,7,,2064,2007,,1285,655,1657,0.395,242,709,0.341,455,647,0.703,362,1000,403,239,119,439,591
275,Southern Mississippi,37,27,10,0.73,8.95,1.49,,12,4,,14,2,,9,6,,2733,2348,,1505,775,1895,0.409,288,873,0.33,510,756,0.675,393,1117,542,257,138,636,653
276,Southern Utah,31,11,20,0.355,-12.14,-5.11,,8,12,,9,5,,2,12,,2066,2230,,1250,713,1645,0.433,159,452,0.352,645,914,0.706,296,1074,370,237,113,370,583
277,St. Bonaventure,29,14,15,0.483,3.45,2.73,,7,9,,8,6,,5,9,,2109,2088,,1170,704,1568,0.449,211,571,0.37,469,647,0.725,329,971,409,181,98,424,585
278,St. Francis (NY),30,12,18,0.4,-5.91,-4.74,,8,10,,6,6,,6,10,,2108,2143,,1205,763,1670,0.457,172,518,0.332,445,631,0.705,342,1081,416,183,98,403,510
279,St. John's (NY),33,17,16,0.515,5.82,7.18,,8,10,,11,5,,5,8,,2138,2183,,1335,787,1964,0.401,216,652,0.331,393,568,0.692,440,1324,439,203,117,454,560
280,Stanford,34,19,15,0.559,11.36,7.33,,9,9,,12,5,,5,7,,2397,2260,,1365,814,1915,0.425,163,489,0.333,469,646,0.726,334,1173,372,189,111,448,609
281,Stephen F. Austin,32,27,5,0.844,4.23,-6.67,,16,2,,15,0,,11,4,,2075,1639,,1280,588,1546,0.38,127,426,0.298,336,515,0.652,267,928,270,219,114,488,586
282,Stetson,31,15,16,0.484,-6.13,-4.13,,11,7,,8,6,,6,9,,2180,2218,,1240,829,1847,0.449,209,635,0.329,351,536,0.655,340,1027,456,284,91,376,509
283,Stony Brook,33,25,8,0.758,5.61,-4.11,,14,2,,11,1,,13,6,,2245,1898,,1320,681,1802,0.378,225,726,0.31,311,466,0.667,326,1073,371,202,95,442,597
284,Syracuse NCAA,40,30,10,0.75,20.3,8.57,,11,7,,17,2,,5,5,,2816,2347,,1610,794,2152,0.369,246,868,0.283,513,762,0.673,511,1395,537,278,128,616,726
285,TCU,32,11,21,0.344,-4.28,4.39,,2,16,,9,9,,1,10,,1761,2002,,1281,732,1649,0.444,158,470,0.336,380,554,0.686,325,1052,403,180,108,401,592
286,Temple NCAA,34,24,10,0.706,9.54,5.21,,11,5,,14,3,,8,4,,2456,2309,,1360,824,1882,0.438,196,555,0.353,465,642,0.724,358,1214,425,170,100,463,595
287,Tennessee,33,20,13,0.606,9.04,6.07,,11,7,,13,4,,4,7,,2189,2091,,1340,744,1780,0.418,158,495,0.319,445,612,0.727,328,1039,367,209,132,368,650
288,Tennessee State,33,18,15,0.545,-2.14,-1.27,,11,5,,11,2,,5,11,,2360,2308,,1330,803,1867,0.43,205,637,0.322,497,722,0.688,385,1103,445,238,101,465,651
289,Tennessee Tech,29,12,17,0.414,-9.58,-3.21,,5,11,,9,5,,3,12,,1878,1951,,1160,653,1493,0.437,175,529,0.331,470,667,0.705,318,939,351,217,86,433,529
290,Tennessee-Martin,30,9,21,0.3,-16.54,-4.14,,5,11,,7,7,,2,13,,2008,2295,,1220,774,1679,0.461,208,594,0.35,539,753,0.716,333,1094,479,217,139,425,553
291,Texas,34,16,18,0.471,6.84,6.54,,7,11,,12,4,,2,10,,2229,2232,,1395,739,1926,0.384,179,615,0.291,575,822,0.7,438,1237,406,271,111,445,669
292,Texas A&M,33,18,15,0.545,6.51,4.87,,7,11,,12,6,,4,6,,2103,2049,,1350,707,1705,0.415,206,615,0.335,429,608,0.706,365,1063,408,202,135,455,573
293,Texas A&M-Corpus Christi,29,6,23,0.207,-11.78,-3.68,,5,13,,4,9,,2,14,,1746,1962,,1160,651,1466,0.444,180,506,0.356,480,690,0.696,317,1028,382,138,88,356,492
