,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Opponent,,,,,,,,,,,,,,,,
147,Little Rock,34,21,13,0.618,-3.42,-8.24,,14,4,,14,4,,6,6,,2628,2464,,1370,844,2012,0.419,249,772,0.323,527,711,0.741,377,1165,412,192,101,425,576
148,Long Beach State NCAA,36,21,15,0.583,-1.19,-1.19,,10,10,,8,5,,9,7,,2786,2735,,1450,951,2205,0.431,335,967,0.346,498,689,0.723,389,1289,561,255,98,491,728
149,Long Island University,29,7,22,0.241,-17.86,-7.58,,6,10,,5,5,,1,17,,1929,2227,,1170,779,1713,0.455,183,588,0.311,486,703,0.691,299,1097,428,251,121,330,462
150,Longwood NCAA,35,21,14,0.6,-2.04,-4.76,,6,10,,13,3,,6,10,,2615,2396,,1420,837,1902,0.44,264,761,0.347,458,667,0.687,284,1041,416,223,103,477,679
151,Louisiana,33,19,14,0.576,-0.6,-2.67,,10,8,,11,3,,5,9,,2504,2365,,1320,834,1856,0.449,163,590,0.276,534,741,0.721,363,1170,366,229,127,487,520
152,Louisiana State,33,17,16,0.515,8.14,6.75,,9,9,,12,6,,3,7,,2520,2474,,1325,848,1981,0.428,275,821,0.335,503,667,0.754,380,1158,413,271,133,426,567
153,Louisiana Tech,32,22,10,0.688,4.83,-1.69,,12,4,,14,2,,8,7,,2392,2065,,1290,716,1832,0.391,222,666,0.333,411,579,0.71,336,1051,326,222,95,406,589
154,Louisiana-Monroe,30,11,19,0.367,-10.05,-2.44,,6,12,,8,6,,3,12,,2096,2233,,1205,747,1718,0.435,273,776,0.352,466,632,0.737,306,1047,439,208,112,368,549
155,Louisville,32,8,24,0.25,0.45,7.51,,3,17,,7,11,,1,10,,2304,2530,,1285,894,1890,0.473,275,740,0.372,467,638,0.732,297,1109,494,242,123,366,608
156,Loyola (IL),33,23,10,0.697,6.57,2.42,,15,3,,15,2,,7,5,,2412,2228,,1330,747,1858,0.402,228,668,0.341,506,687,0.737,296,1108,370,220,137,414,567
157,Loyola (MD),32,7,25,0.219,-16.17,-6.94,,5,13,,2,11,,5,13,,2049,2301,,1295,831,1785,0.466,236,659,0.358,403,577,0.698,267,1049,431,234,118,331,536
158,Loyola Marymount,31,12,19,0.387,-0.06,0.31,,5,11,,8,8,,3,7,,2244,2214,,1240,814,1817,0.448,197,578,0.341,389,533,0.73,282,1009,417,179,110,264,483
159,Maine,32,15,17,0.469,-6.39,-4.87,,7,9,,8,4,,5,13,,2164,2159,,1290,789,1794,0.44,187,589,0.317,394,575,0.685,296,1133,411,202,112,422,487
160,Manhattan,30,7,23,0.233,-15.28,-4.86,,4,16,,3,10,,4,12,,1985,2275,,1215,847,1827,0.464,227,617,0.368,354,482,0.734,313,1139,509,243,122,356,413
161,Marist,31,18,13,0.581,-5.64,-8.09,,12,8,,9,4,,8,8,,2004,1928,,1240,670,1633,0.41,199,626,0.318,389,572,0.68,284,1029,294,209,79,417,477
162,Marquette NCAA,37,27,10,0.73,19.27,11.02,,14,6,,14,2,,7,5,,2888,2583,,1485,919,2156,0.426,311,923,0.337,434,580,0.748,397,1326,546,211,114,544,540
163,Marshall,33,13,20,0.394,-5.42,-1.39,,7,11,,8,7,,3,9,,2435,2531,,1320,922,2060,0.448,258,718,0.359,429,608,0.706,349,1290,444,247,87,391,534
164,Maryland,33,16,17,0.485,10.6,7.44,,7,13,,11,6,,4,8,,2278,2174,,1335,763,1825,0.418,180,549,0.328,468,611,0.766,328,1147,366,193,119,416,626
165,Maryland-Baltimore County,32,11,21,0.344,-8.67,-5.93,,6,10,,6,9,,5,12,,2517,2583,,1285,948,2131,0.445,242,769,0.315,445,609,0.731,385,1260,431,259,98,364,503
166,Maryland-Eastern Shore,29,9,20,0.31,-17.33,-6.33,,4,10,,9,4,,0,15,,1890,2046,,1175,722,1650,0.438,192,585,0.328,410,602,0.681,322,1079,356,211,86,395,473
167,Massachusetts,31,20,11,0.645,7.59,0.88,,11,7,,13,3,,4,6,,2401,2193,,1245,739,1755,0.421,226,674,0.335,489,678,0.721,333,1053,407,193,103,407,567
168,Massachusetts-Lowell,32,22,10,0.688,-1.28,-6.07,,11,5,,12,3,,10,7,,2561,2261,,1290,851,2055,0.414,201,701,0.287,358,518,0.691,332,1064,363,254,118,378,600
169,McNeese State NCAA,34,30,4,0.882,6.42,-6.81,,17,1,,18,0,,11,3,,2719,2116,,1360,712,1829,0.389,279,879,0.317,413,580,0.712,363,1121,420,157,108,556,610
170,Memphis,32,22,10,0.688,9,4.25,,11,7,,13,2,,7,6,,2576,2424,,1290,855,2001,0.427,290,854,0.34,424,593,0.715,406,1169,456,230,138,443,591
171,Mercer,33,16,17,0.485,-4.65,-2.55,,8,10,,10,6,,4,9,,2348,2371,,1320,814,1827,0.446,223,662,0.337,520,719,0.723,344,1155,366,210,100,403,501
172,Merrimack,33,21,12,0.636,-5.24,-8.43,,13,3,,13,2,,7,9,,2283,2159,,1330,782,1873,0.418,186,592,0.314,409,583,0.702,406,1252,441,229,103,536,553
173,Miami (FL),32,15,17,0.469,9.59,7.46,,6,14,,11,6,,2,9,,2424,2356,,1285,866,1998,0.433,306,920,0.333,318,446,0.713,341,1144,497,230,110,373,479
174,Miami (OH),32,15,17,0.469,-6.45,-4.08,,9,9,,9,6,,6,10,,2259,2241,,1285,800,1870,0.428,213,683,0.312,428,589,0.727,339,1168,378,206,107,399,559
175,Michigan,32,8,24,0.25,5.28,11.34,,3,17,,5,10,,2,10,,2334,2528,,1295,926,1988,0.466,234,649,0.361,442,606,0.729,347,1117,430,245,123,306,541
176,Michigan State NCAA,35,20,15,0.571,17.72,10.89,,10,10,,14,4,,3,7,,2551,2312,,1405,800,1938,0.413,263,806,0.326,449,628,0.715,344,1176,438,186,112,432,588
177,Middle Tennessee,33,14,19,0.424,-7.45,-0.52,,7,9,,11,6,,1,10,,2167,2319,,1345,854,1945,0.439,194,589,0.329,417,574,0.726,354,1194,367,216,112,367,566
178,Milwaukee,35,20,15,0.571,-5.01,-4.47,,12,8,,12,4,,6,9,,2782,2753,,1425,962,2194,0.438,288,836,0.344,541,724,0.747,413,1258,540,244,149,404,638
179,Minnesota,34,19,15,0.559,9.51,6.4,,9,11,,16,4,,3,9,,2550,2444,,1365,898,1999,0.449,219,609,0.36,429,592,0.725,342,1116,514,243,107,371,564
180,Mississippi,32,20,12,0.625,8.3,7.27,,7,11,,14,4,,4,7,,2398,2365,,1280,843,1916,0.44,239,708,0.338,440,619,0.711,419,1186,467,210,97,398,554
181,Mississippi State NCAA,35,21,14,0.6,14.19,9.16,,8,10,,11,4,,2,8,,2593,2417,,1405,844,2016,0.419,247,830,0.298,482,641,0.752,346,1140,410,256,132,443,631
182,Mississippi Valley State,31,1,30,0.032,-26.17,-3.91,,1,17,,1,8,,0,22,,1719,2409,,1245,835,1711,0.488,231,624,0.37,508,711,0.714,340,1111,452,273,98,354,519
183,Missouri,32,8,24,0.25,3.27,7.3,,0,18,,6,11,,2,10,,2309,2438,,1285,809,1818,0.445,249,724,0.344,571,771,0.741,388,1188,427,206,108,409,547
184,Missouri State,33,17,16,0.515,0.98,1.01,,8,12,,9,5,,4,10,,2351,2352,,1340,859,2067,0.416,265,802,0.33,369,515,0.717,313,1131,428,215,107,301,548
185,Monmouth,33,18,15,0.545,-3.17,-2.98,,10,8,,13,1,,2,13,,2390,2396,,1321,819,1919,0.427,282,829,0.34,476,639,0.745,381,1219,460,185,126,400,520
186,Montana,36,24,12,0.667,-1.41,-4.11,,12,6,,13,3,,8,7,,2768,2586,,1450,926,2085,0.444,225,673,0.334,509,706,0.721,331,1173,400,209,107,349,575
187,Montana State NCAA,35,17,18,0.486,-5.34,-4.46,,9,9,,10,7,,4,10,,2635,2606,,1420,933,2000,0.467,228,681,0.335,512,717,0.714,329,1233,431,207,87,474,600
188,Morehead State NCAA,35,26,9,0.743,0.51,-5.52,,14,4,,14,1,,9,7,,2635,2220,,1400,789,2006,0.393,201,665,0.302,441,587,0.751,327,1073,331,207,90,367,547
189,Morgan State,31,11,20,0.355,-16.07,-5.9,,7,7,,8,5,,3,12,,2253,2402,,1250,846,1902,0.445,210,612,0.343,500,730,0.685,413,1159,405,253,114,401,489
190,Mount St. Mary's,32,13,19,0.406,-6.54,-7.45,,9,11,,8,5,,5,13,,2327,2298,,1295,819,1890,0.433,227,657,0.346,433,572,0.757,315,1037,406,285,92,403,478
191,Murray State,32,12,20,0.375,0.36,1.59,,9,11,,8,8,,4,9,,2232,2237,,1285,811,1750,0.463,273,743,0.367,342,474,0.722,253,1063,433,155,105,379,490
192,Navy,31,13,18,0.419,-11.7,-9.54,,8,10,,10,5,,3,13,,2060,2067,,1250,715,1660,0.431,221,683,0.324,416,582,0.715,309,1116,397,147,148,420,568
193,NC State NCAA,41,26,15,0.634,12.81,8.93,,9,11,,12,5,,4,7,,3101,2942,,1660,1043,2408,0.433,297,887,0.335,559,760,0.736,424,1484,527,210,130,501,662
194,Nebraska NCAA,34,23,11,0.676,14.36,7.53,,12,8,,18,1,,3,8,,2643,2411,,1375,854,2136,0.4,288,885,0.325,415,592,0.701,414,1268,448,209,125,387,551
195,Nevada NCAA,34,26,8,0.765,12.85,4.58,,13,5,,15,2,,8,3,,2582,2276,,1365,789,1886,0.418,251,783,0.321,447,639,0.7,317,1110,441,169,80,405,716
196,Nevada-Las Vegas,34,21,13,0.618,8.38,6.25,,12,6,,13,6,,8,4,,2501,2341,,1380,835,1954,0.427,243,757,0.321,428,567,0.755,362,1148,489,209,117,420,564
197,New Hampshire,31,16,15,0.516,-6.15,-3.61,,7,9,,9,5,,7,10,,2298,2297,,1245,843,1930,0.437,223,748,0.298,388,531,0.731,289,1205,426,234,142,380,507
198,New Mexico NCAA,36,26,10,0.722,15.04,5.38,,10,8,,13,3,,5,6,,2916,2545,,1440,896,2122,0.422,234,771,0.304,519,710,0.731,354,1276,486,211,155,504,653
199,New Mexico State,32,13,19,0.406,-8.62,0.74,,7,9,,12,3,,1,13,,2166,2318,,1295,762,1812,0.421,261,766,0.341,533,759,0.702,312,1128,428,228,85,373,525
200,New Orleans,33,10,23,0.303,-16.8,-5.9,,4,14,,7,6,,2,15,,2427,2622,,1326,937,1997,0.469,214,631,0.339,534,738,0.724,403,1314,502,210,132,483,665
201,Niagara,32,16,16,0.5,-8.4,-7.21,,11,9,,5,9,,10,6,,2319,2307,,1295,862,1834,0.47,179,508,0.352,404,567,0.713,264,1008,357,212,105,363,577
202,Nicholls State,34,20,14,0.588,-7.14,-5.37,,13,5,,10,2,,8,10,,2512,2514,,1405,879,2025,0.434,229,727,0.315,527,779,0.677,403,1252,435,259,125,389,592
203,NJIT,28,7,21,0.25,-14.65,-4.46,,3,13,,5,8,,2,13,,1902,2101,,1120,735,1598,0.46,198,568,0.349,433,626,0.692,306,1059,397,170,98,331,444
204,Norfolk State,35,24,11,0.686,-5.76,-7.76,,11,3,,15,0,,6,8,,2608,2364,,1405,762,1866,0.408,285,842,0.338,555,768,0.723,363,1158,466,205,104,538,645
205,North Alabama,32,15,17,0.469,-7.17,-5,,8,8,,10,4,,5,13,,2447,2435,,1306,833,1870,0.445,227,649,0.35,542,750,0.723,310,1135,396,166,112,325,560
206,North Carolina NCAA,37,29,8,0.784,21.36,9.9,,17,3,,14,1,,8,2,,3032,2608,,1485,935,2281,0.41,262,817,0.321,476,644,0.739,331,1250,374,203,141,392,690
207,North Carolina A&T,32,7,25,0.219,-16.31,-3.94,,5,13,,4,7,,2,14,,2098,2494,,1280,926,1931,0.48,253,719,0.352,389,570,0.682,371,1306,491,169,113,347,534
208,North Carolina Central,31,18,13,0.581,-7.88,-8.84,,9,5,,11,2,,6,9,,2375,2139,,1250,747,1773,0.421,181,644,0.281,464,638,0.727,360,1096,381,179,106,432,564
209,North Dakota,32,18,14,0.563,-6.24,-6.1,,10,6,,9,5,,7,8,,2408,2300,,1285,849,1871,0.454,214,636,0.336,388,524,0.74,277,1077,339,187,61,343,550
210,North Dakota State,32,15,17,0.469,-7.57,-3.15,,8,8,,10,4,,5,11,,2388,2366,,1315,879,1909,0.46,232,647,0.359,376,517,0.727,256,1026,369,171,115,303,510
211,North Florida,32,16,16,0.5,-6.95,-4.84,,9,7,,11,5,,5,11,,2496,2427,,1295,889,1928,0.461,200,581,0.344,449,614,0.731,313,1144,394,221,91,336,485
212,North Texas,34,19,15,0.559,8.41,4.28,,10,8,,11,4,,6,6,,2353,2169,,1370,740,1785,0.415,212,641,0.331,477,667,0.715,356,1111,339,227,135,419,516
213,Northeastern,32,12,20,0.375,-6.09,-3.15,,7,11,,7,5,,4,13,,2221,2315,,1280,834,1792,0.465,261,696,0.375,386,507,0.761,282,981,425,208,96,357,488
214,Northern Arizona,33,14,19,0.424,-12.17,-4.17,,7,11,,7,5,,6,12,,2265,2529,,1330,905,1908,0.474,208,649,0.32,511,714,0.716,343,1207,425,244,95,384,560
215,Northern Colorado,33,19,14,0.576,-4.44,-5.25,,12,6,,11,3,,7,8,,2617,2542,,1360,912,2028,0.45,285,811,0.351,433,579,0.748,295,1133,426,223,99,374,537
216,Northern Illinois,31,11,20,0.355,-9.16,-1.37,,5,13,,5,9,,5,11,,2269,2399,,1255,853,1898,0.449,247,681,0.363,446,655,0.681,359,1141,457,210,77,338,581
217,Northern Iowa,33,19,14,0.576,3.83,2.86,,12,8,,11,3,,6,8,,2417,2346,,1330,826,1856,0.445,266,770,0.345,428,557,0.768,246,1092,375,198,97,375,584
218,Northern Kentucky,33,18,15,0.545,-3.66,-3.73,,12,8,,12,3,,6,11,,2470,2416,,1340,875,1968,0.445,254,815,0.312,412,566,0.728,373,1187,485,213,115,480,591
219,Northwestern NCAA,34,22,12,0.647,12.77,8.5,,12,8,,15,2,,4,7,,2493,2348,,1385,806,1788,0.451,230,668,0.344,506,702,0.721,300,1137,477,167,133,422,567
220,Northwestern State,32,9,23,0.281,-14.42,-6.32,,7,11,,6,7,,3,13,,2257,2429,,1300,840,1860,0.452,223,692,0.322,526,755,0.697,390,1212,423,230,139,429,564
221,Notre Dame,33,13,20,0.394,4.94,8.06,,7,13,,9,8,,2,10,,2113,2216,,1335,806,1910,0.422,228,702,0.325,376,524,0.718,313,1129,406,212,120,328,484
222,Oakland NCAA,36,24,12,0.667,2.02,-1.24,,15,5,,10,3,,9,7,,2751,2634,,1465,951,2175,0.437,301,889,0.339,431,586,0.735,371,1248,595,215,108,403,593
223,Ohio,33,20,13,0.606,0.48,-4.58,,13,5,,12,3,,5,7,,2551,2309,,1335,809,1904,0.425,238,715,0.333,453,649,0.698,375,1198,363,165,117,452,560
224,Ohio State,36,22,14,0.611,13.64,8.37,,9,11,,15,5,,2,8,,2718,2528,,1456,913,2133,0.428,249,717,0.347,453,638,0.71,376,1235,429,183,98,388,655
225,Oklahoma,32,20,12,0.625,14.66,8.07,,8,10,,14,4,,3,6,,2412,2201,,1290,782,1855,0.422,198,662,0.299,439,578,0.76,290,1009,375,232,114,364,572
226,Oklahoma State,32,12,20,0.375,6.25,7.97,,4,14,,10,8,,1,9,,2272,2327,,1295,865,1891,0.457,212,623,0.34,385,522,0.738,312,1087,396,257,99,369,530
227,Old Dominion,32,7,25,0.219,-8.35,-1.58,,3,15,,5,10,,1,12,,2268,2464,,1290,825,1893,0.436,280,794,0.353,534,744,0.718,362,1295,471,193,133,415,490
228,Omaha,33,15,18,0.455,-7.38,-5.07,,7,9,,11,3,,2,13,,2441,2404,,1330,839,1871,0.448,286,806,0.355,440,593,0.742,271,1115,409,177,77,373,604
229,Oral Roberts,31,12,19,0.387,-7.43,-2.6,,5,11,,9,5,,2,13,,2275,2334,,1250,831,1882,0.442,258,722,0.357,414,566,0.731,344,1188,404,153,79,334,428
230,Oregon NCAA,36,24,12,0.667,12.22,8.91,,12,8,,13,3,,6,5,,2721,2602,,1453,928,2059,0.451,265,758,0.35,481,665,0.723,330,1221,471,191,127,442,631
231,Oregon State,32,13,19,0.406,3.28,8.38,,5,15,,12,6,,1,9,,2204,2326,,1310,816,1832,0.445,231,699,0.33,463,651,0.711,341,1092,453,204,96,371,597
232,Pacific,32,6,26,0.188,-17.42,-0.15,,0,16,,5,12,,1,13,,2071,2553,,1290,903,1867,0.484,261,739,0.353,486,665,0.731,324,1213,463,199,105,369,588
233,Penn State,33,16,17,0.485,9.22,7.52,,9,11,,13,4,,2,8,,2478,2422,,1330,854,1888,0.452,188,620,0.303,526,686,0.767,355,1218,484,193,104,484,582
234,Pennsylvania,29,11,18,0.379,-3.33,0.26,,3,11,,9,6,,2,10,,2159,2157,,1180,782,1721,0.454,268,748,0.358,325,458,0.71,268,975,439,171,89,289,431
235,Pepperdine,33,13,20,0.394,-2.14,0.7,,5,11,,9,8,,3,8,,2403,2443,,1320,889,1850,0.481,219,577,0.38,446,617,0.723,265,1080,442,200,77,381,597
236,Pittsburgh,33,22,11,0.667,14.89,6.92,,12,8,,13,5,,7,4,,2495,2232,,1320,793,1841,0.431,219,711,0.308,427,562,0.76,264,1100,408,165,115,366,555
237,Portland,33,12,21,0.364,-8.2,1.54,,5,11,,9,6,,2,11,,2360,2622,,1325,970,2089,0.464,354,933,0.379,328,461,0.711,323,1193,558,205,87,301,581
238,Portland State,32,17,15,0.531,-7.15,-4.94,,8,10,,11,2,,5,11,,2302,2299,,1289,818,1841,0.444,247,701,0.352,416,604,0.689,314,1182,448,184,119,419,555
239,Prairie View,31,10,21,0.323,-15.41,-6.92,,5,13,,5,6,,4,15,,2176,2368,,1240,808,1708,0.473,195,561,0.348,557,792,0.703,332,1155,400,211,127,516,597
240,Presbyterian,33,14,19,0.424,-8.13,-5.57,,6,10,,8,7,,5,9,,2469,2413,,1330,825,1801,0.458,221,632,0.35,542,749,0.724,298,1115,381,195,116,426,611
241,Princeton,29,24,5,0.828,6.55,-1.6,,12,2,,12,1,,11,3,,2235,1932,,1160,718,1616,0.444,205,629,0.326,291,403,0.722,223,928,349,135,80,321,467
242,Providence,35,21,14,0.6,12.56,8.93,,10,10,,14,5,,4,7,,2534,2407,,1415,872,2094,0.416,245,715,0.343,418,580,0.721,360,1230,381,236,102,411,607
243,Purdue NCAA,39,34,5,0.872,24.93,11.6,,17,3,,16,0,,7,3,,3211,2691,,1575,1011,2423,0.417,281,893,0.315,386,534,0.723,353,1141,555,263,96,368,792
244,Purdue Fort Wayne,36,23,13,0.639,-0.74,-6.09,,11,9,,11,5,,10,8,,2886,2577,,1450,930,2080,0.447,245,770,0.318,472,665,0.71,351,1330,469,201,107,581,588
245,Queens (NC),33,14,19,0.424,-8.75,-3.49,,7,9,,11,3,,2,16,,2643,2693,,1320,985,2096,0.47,269,790,0.341,454,617,0.736,342,1242,411,212,152,384,594
246,Quinnipiac,34,24,10,0.706,-3.08,-7.32,,15,5,,13,3,,10,5,,2630,2422,,1365,874,2074,0.421,257,768,0.335,417,591,0.706,338,1137,448,230,137,440,532
247,Radford,33,16,17,0.485,-5.66,-3.47,,5,11,,8,5,,4,12,,2377,2361,,1335,845,1946,0.434,247,781,0.316,424,602,0.704,401,1158,394,160,86,346,501
248,Rhode Island,32,12,20,0.375,-2.26,2.87,,6,12,,9,8,,3,8,,2322,2443,,1280,890,1967,0.452,277,776,0.357,386,581,0.664,326,1100,474,224,149,289,590
249,Rice,32,11,21,0.344,-3.22,1.97,,5,13,,6,10,,5,7,,2304,2421,,1295,875,1941,0.451,281,748,0.376,390,525,0.743,334,1138,475,233,110,328,500
250,Richmond,33,23,10,0.697,7.67,2.09,,15,3,,15,1,,7,6,,2372,2188,,1325,783,1932,0.405,247,786,0.314,375,514,0.73,324,1224,375,153,94,381,499
251,Rider,32,15,17,0.469,-5.73,-4.28,,12,8,,9,4,,6,12,,2309,2308,,1295,794,1878,0.423,245,723,0.339,475,679,0.7,338,1112,412,243,109,368,536
252,Robert Morris,32,10,22,0.313,-9.57,-4.31,,6,14,,7,9,,3,13,,2326,2425,,1300,860,1865,0.461,218,644,0.339,487,672,0.725,301,1068,437,235,85,348,496
253,Rutgers,32,15,17,0.469,7.41,8.57,,7,13,,12,5,,3,9,,2092,2129,,1285,733,1798,0.408,232,709,0.327,431,616,0.7,363,1267,402,210,133,477,545
254,Sacramento State,34,10,24,0.294,-10.87,-3.71,,4,14,,6,8,,2,13,,2282,2394,,1360,859,1854,0.463,251,720,0.349,425,593,0.717,264,991,447,253,102,350,574
255,Sacred Heart,32,16,16,0.5,-9.91,-9.45,,10,6,,11,5,,4,11,,2372,2313,,1280,821,1888,0.435,272,771,0.353,399,591,0.675,382,1187,476,204,109,464,501
256,Saint Francis (PA),30,8,22,0.267,-18.6,-8.14,,3,13,,6,8,,2,14,,1955,2181,,1205,769,1685,0.456,222,640,0.347,421,601,0.7,308,1024,400,209,124,356,497
257,Saint Joseph's,35,21,14,0.6,6.59,1.67,,9,9,,14,3,,3,10,,2641,2469,,1410,873,2080,0.42,292,884,0.33,431,598,0.721,371,1229,478,243,141,427,557
258,Saint Louis,33,13,20,0.394,-1.57,4.15,,5,13,,8,8,,3,9,,2473,2620,,1320,906,1965,0.461,303,830,0.365,505,697,0.725,332,1155,455,218,130,335,582
259,Saint Mary's (CA) NCAA,34,26,8,0.765,16.31,3.46,,15,1,,14,4,,9,0,,2516,2013,,1370,712,1797,0.396,167,532,0.314,422,588,0.718,254,942,336,182,97,369,539
260,Saint Peter's NCAA,33,19,14,0.576,-4.58,-5.33,,12,8,,8,5,,8,8,,2140,2113,,1325,707,1696,0.417,193,590,0.327,506,723,0.7,327,1106,366,215,132,449,613
261,Sam Houston,33,21,12,0.636,-0.37,-1.72,,13,3,,12,2,,7,9,,2381,2282,,1330,794,1862,0.426,230,726,0.317,464,675,0.687,317,1133,411,231,132,445,592
262,Samford NCAA,35,29,6,0.829,6.32,-3.23,,15,3,,18,0,,8,5,,3012,2607,,1400,897,2068,0.434,278,822,0.338,535,780,0.686,414,1255,485,273,135,583,667
263,San Diego,33,18,15,0.545,-5.31,0.33,,7,9,,12,6,,4,7,,2392,2550,,1320,885,1941,0.456,261,776,0.336,519,739,0.702,365,1237,551,247,116,439,551
264,San Diego State NCAA,37,26,11,0.703,14.68,8.37,,11,7,,14,1,,6,8,,2742,2467,,1505,857,2117,0.405,269,867,0.31,484,681,0.711,377,1245,426,227,112,460,686
265,San Francisco,34,23,11,0.676,9.68,0.23,,11,5,,14,2,,6,6,,2643,2262,,1370,776,1814,0.428,231,692,0.334,479,683,0.701,265,1030,377,186,69,473,508
266,San Jose State,32,9,23,0.281,-3.82,3.28,,2,16,,6,9,,1,12,,2228,2403,,1290,854,1804,0.473,247,638,0.387,448,642,0.698,307,1147,465,154,91,343,460
267,Santa Clara,33,20,13,0.606,5.39,1.73,,10,6,,11,4,,5,6,,2538,2384,,1325,843,1984,0.425,230,733,0.314,468,662,0.707,314,1065,411,231,83,337,585
268,Seattle,37,23,14,0.622,4.03,-1.64,,11,9,,14,4,,4,9,,2730,2471,,1510,871,2115,0.412,210,720,0.292,519,741,0.7,333,1210,412,239,117,457,673
269,Seton Hall,37,25,12,0.676,12.67,8.8,,13,7,,17,3,,5,7,,2730,2587,,1500,926,2193,0.422,307,931,0.33,428,562,0.762,382,1202,526,273,163,450,603
270,Siena,32,4,28,0.125,-19.2,-5.2,,3,17,,2,12,,2,13,,1934,2382,,1280,880,1922,0.458,231,656,0.352,391,538,0.727,344,1100,441,291,107,318,515
271,South Alabama,32,16,16,0.5,-5.92,-3.37,,8,10,,11,6,,5,9,,2367,2421,,1300,874,1948,0.449,220,694,0.317,453,655,0.692,369,1238,385,223,133,388,514
272,South Carolina NCAA,34,26,8,0.765,10.98,6.48,,13,5,,14,3,,8,3,,2450,2297,,1370,825,1913,0.431,203,599,0.339,444,605,0.734,318,1111,393,198,157,332,555
273,South Carolina State,32,14,18,0.438,-11.85,-6.18,,9,5,,9,4,,5,13,,2245,2390,,1290,778,1719,0.453,219,644,0.34,615,827,0.744,318,1075,443,262,120,487,590
274,South Carolina Upstate,30,10,20,0.333,-9.36,-3.02,,5,11,,6,7,,4,12,,2130,2188,,1215,737,1649,0.447,189,599,0.316,525,738,0.711,333,1138,336,183,91,403,504
275,South Dakota,32,12,20,0.375,-12.55,-5.41,,5,11,,9,6,,2,12,,2434,2535,,1300,930,2063,0.451,286,796,0.359,389,536,0.726,330,1102,435,212,108,281,547
276,South Dakota State NCAA,35,22,13,0.629,0.52,-2.7,,12,4,,11,3,,6,5,,2675,2490,,1410,876,2079,0.421,341,978,0.349,397,534,0.743,310,1173,434,238,101,395,602
277,South Florida,33,25,8,0.758,7.37,0.97,,16,2,,15,3,,8,4,,2499,2288,,1320,806,1924,0.419,230,730,0.315,446,665,0.671,378,1213,408,204,98,420,611
278,Southeast Missouri State,31,9,22,0.29,-18.25,-6.55,,4,14,,8,7,,1,14,,2078,2278,,1245,802,1733,0.463,160,522,0.307,514,736,0.698,275,1120,387,206,104,392,508
279,Southeastern Louisiana,32,15,17,0.469,-11.31,-6.14,,10,8,,9,4,,6,10,,2209,2271,,1290,800,1848,0.433,265,823,0.322,406,557,0.729,337,1074,484,227,98,382,528
280,Southern,32,18,14,0.563,-8.74,-6.09,,12,6,,11,2,,7,11,,2275,2198,,1290,729,1676,0.435,193,606,0.318,547,764,0.716,291,1064,402,215,98,528,556
281,Southern California,33,15,18,0.455,9.36,9.54,,8,12,,9,6,,3,9,,2446,2452,,1340,855,1981,0.432,280,768,0.365,462,626,0.738,377,1189,509,227,115,438,569
282,Southern Illinois,32,19,13,0.594,4.1,0.52,,11,9,,13,5,,5,6,,2325,2183,,1300,789,1747,0.452,163,537,0.304,442,624,0.708,266,1023,350,187,115,346,563
283,SIU Edwardsville,33,17,16,0.515,-9.08,-7.54,,9,9,,12,2,,2,13,,2360,2314,,1320,798,1829,0.436,249,690,0.361,469,655,0.716,321,1150,421,187,121,407,548
284,Southern Indiana,32,8,24,0.25,-13.63,-5.59,,5,13,,5,10,,3,13,,2195,2335,,1285,757,1781,0.425,215,657,0.327,606,826,0.734,319,1154,385,213,105,384,597
285,Southern Methodist,33,20,13,0.606,10.22,2.56,,11,7,,14,3,,5,8,,2535,2271,,1325,793,1921,0.413,222,701,0.317,463,647,0.716,378,1146,448,239,168,428,501
286,Southern Mississippi,32,16,16,0.5,-5.93,-2.93,,9,9,,11,3,,5,9,,2236,2273,,1280,814,1889,0.431,226,663,0.341,419,614,0.682,349,1172,386,260,87,392,554
287,Southern Utah,31,10,21,0.323,-5.72,-1.17,,5,15,,6,8,,3,13,,2326,2406,,1245,904,1894,0.477,178,522,0.341,420,590,0.712,349,1158,420,213,107,388,599
288,St. Bonaventure,33,20,13,0.606,6.77,1.95,,9,9,,11,4,,5,6,,2424,2265,,1335,798,1799,0.444,245,732,0.335,424,610,0.695,304,1060,463,165,97,426,529
289,St. John's (NY),33,20,13,0.606,16.49,9.58,,11,9,,13,5,,5,6,,2602,2374,,1320,824,1904,0.433,239,683,0.35,487,655,0.744,350,1106,444,209,109,426,522
290,St. Thomas,33,20,13,0.606,-0.92,-5.72,,9,7,,12,2,,6,9,,2402,2140,,1325,777,1738,0.447,225,682,0.33,361,500,0.722,257,1025,382,161,79,395,532
291,Stanford,32,14,18,0.438,7.35,7.48,,8,12,,10,6,,3,8,,2443,2447,,1300,913,2020,0.452,271,759,0.357,350,511,0.685,319,1140,420,222,88,358,529
292,Stephen F. Austin,33,18,15,0.545,-0.95,-1.76,,10,10,,10,5,,5,8,,2463,2353,,1345,759,1792,0.424,247,665,0.371,588,816,0.721,336,1085,413,260,122,563,690
293,Stetson NCAA,35,22,13,0.629,-5.09,-3.24,,11,5,,14,2,,6,10,,2687,2566,,1405,957,2168,0.441,276,823,0.335,376,526,0.715,390,1214,484,208,90,335,581
