,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Opponent,,,,,,,,,,,,,,,,
147,Little Rock,33,19,14,0.576,-6.86,-7.67,,12,8,,9,5,,9,7,,2287,2219,,1330,732,1848,0.396,253,801,0.316,502,699,0.718,417,1194,423,278,94,492,525
148,Long Beach State,32,7,25,0.219,-10.29,-0.53,,3,17,,3,11,,4,11,,2152,2374,,1295,825,1819,0.454,258,687,0.376,466,639,0.729,371,1091,411,229,81,373,582
149,Long Island University,33,17,16,0.515,-10.97,-9.97,,12,4,,10,5,,7,9,,2235,2156,,1345,698,1703,0.41,211,682,0.309,549,734,0.748,294,1049,421,235,125,442,508
150,Longwood,32,18,14,0.563,-4.63,-5.04,,7,9,,12,4,,5,7,,2504,2371,,1280,840,1756,0.478,249,751,0.332,440,654,0.673,285,1018,425,222,90,474,664
151,Louisiana,33,12,21,0.364,-10.7,-2.33,,8,10,,5,12,,6,5,,2159,2410,,1330,815,1795,0.454,209,670,0.312,571,785,0.727,381,1269,398,206,137,433,521
152,Louisiana State,32,14,18,0.438,9.93,9.68,,3,15,,11,7,,2,8,,2363,2355,,1295,853,2006,0.425,232,718,0.323,417,591,0.706,424,1214,404,257,105,372,537
153,Louisiana Tech,32,20,12,0.625,1.45,-0.72,,9,9,,11,4,,5,7,,2364,2188,,1300,779,1886,0.413,230,745,0.309,400,575,0.696,329,1035,373,227,90,338,516
154,Louisiana-Monroe,32,7,25,0.219,-15.1,-4.3,,3,15,,5,11,,2,12,,2205,2417,,1290,890,1982,0.449,297,897,0.331,340,481,0.707,361,1195,522,244,119,364,495
155,Louisville NCAA,35,27,8,0.771,18.49,9.49,,18,2,,14,3,,9,2,,2747,2432,,1405,879,2050,0.429,278,816,0.341,396,556,0.712,340,1170,412,222,107,448,643
156,Loyola (IL),37,25,12,0.676,3.41,0.19,,12,6,,17,1,,7,5,,2721,2553,,1495,881,2101,0.419,275,827,0.333,516,705,0.732,361,1233,445,238,108,445,604
157,Loyola (MD),31,12,19,0.387,-11.85,-8.48,,6,12,,7,7,,5,12,,2145,2205,,1245,806,1744,0.462,213,618,0.345,380,513,0.741,273,1021,417,226,73,368,494
158,Loyola Marymount,32,17,15,0.531,1.2,2.94,,8,10,,11,6,,3,8,,2279,2290,,1280,823,1934,0.426,226,707,0.32,418,552,0.757,355,1202,422,169,71,354,497
159,Maine,34,20,14,0.588,-6.58,-8.4,,10,6,,10,3,,8,11,,2409,2248,,1365,819,1894,0.432,225,685,0.328,385,539,0.714,362,1206,446,197,95,506,488
160,Manhattan,31,17,14,0.548,-7.67,-8.37,,12,8,,9,5,,8,7,,2365,2327,,1265,848,1928,0.44,265,806,0.329,364,501,0.727,362,1107,495,220,125,322,524
161,Marist,30,20,10,0.667,-8.95,-10.45,,13,7,,11,4,,9,5,,1979,1934,,1215,672,1642,0.409,196,582,0.337,394,545,0.723,264,968,303,208,74,319,444
162,Marquette NCAA,34,23,11,0.676,18.19,10.37,,13,7,,14,3,,7,6,,2603,2337,,1370,835,1913,0.436,240,754,0.318,427,583,0.732,354,1221,500,192,100,500,501
163,Marshall,33,20,13,0.606,-2.26,-4.52,,12,6,,14,3,,5,9,,2499,2366,,1325,820,1875,0.437,197,610,0.323,529,750,0.705,342,1161,329,205,102,398,604
164,Maryland NCAA,36,27,9,0.75,23.33,9.41,,14,6,,17,2,,5,5,,2919,2418,,1446,886,2131,0.416,236,772,0.306,410,556,0.737,363,1221,436,174,97,511,646
165,Maryland-Baltimore County,32,13,19,0.406,-11.56,-8.21,,5,11,,8,9,,5,10,,2559,2522,,1300,942,2034,0.463,245,706,0.347,393,564,0.697,386,1230,422,204,93,409,488
166,Maryland-Eastern Shore,31,6,25,0.194,-20.65,-4.47,,2,12,,5,7,,1,17,,2090,2410,,1240,849,1787,0.475,221,681,0.325,491,687,0.715,329,1127,468,223,89,336,520
167,Massachusetts,32,12,20,0.375,-3.08,0.15,,7,11,,8,8,,4,7,,2333,2399,,1300,825,1931,0.427,254,776,0.327,495,688,0.719,357,1211,473,208,124,406,611
168,Massachusetts-Lowell,32,17,15,0.531,-7.64,-7.6,,6,10,,14,4,,3,11,,2543,2371,,1290,898,2040,0.44,245,723,0.339,330,477,0.692,336,1059,400,236,105,333,571
169,McNeese State NCAA,35,28,7,0.8,9.14,-1.05,,19,1,,13,1,,10,2,,2680,2256,,1400,772,1918,0.403,286,886,0.323,426,590,0.722,385,1150,427,220,100,512,555
170,Memphis NCAA,35,29,6,0.829,12.15,5.66,,16,2,,13,2,,11,2,,2795,2568,,1415,888,2118,0.419,281,868,0.324,511,717,0.713,423,1205,481,268,128,477,650
171,Mercer,33,14,19,0.424,-8.44,-5.11,,6,12,,7,6,,5,11,,2511,2485,,1335,853,2037,0.419,311,916,0.34,468,650,0.72,353,1268,472,264,117,426,522
172,Mercyhurst,31,15,16,0.484,-15.65,-9.68,,9,7,,11,2,,4,14,,2105,2167,,1255,750,1605,0.467,222,633,0.351,445,618,0.72,292,1046,411,178,87,444,523
173,Merrimack,33,18,15,0.545,-4.65,-6.04,,14,6,,8,5,,9,8,,2166,2120,,1330,759,1838,0.413,207,668,0.31,395,550,0.718,440,1326,455,166,92,499,449
174,Miami (FL),31,7,24,0.226,0.38,7.03,,3,17,,7,10,,0,10,,2294,2500,,1250,908,1836,0.495,291,733,0.397,393,528,0.744,304,1049,510,190,92,316,445
175,Miami (OH),34,25,9,0.735,-0.92,-5.36,,14,4,,15,1,,6,7,,2740,2473,,1365,874,1962,0.445,272,797,0.341,453,640,0.708,335,1140,421,247,106,480,560
176,Michigan NCAA,37,27,10,0.73,20.21,13.69,,14,6,,13,3,,7,3,,2885,2644,,1490,938,2340,0.401,282,915,0.308,486,665,0.731,438,1262,423,270,93,417,686
177,Michigan State NCAA,37,30,7,0.811,22.43,11.89,,17,3,,15,1,,8,2,,2874,2484,,1485,876,2163,0.405,246,880,0.28,486,681,0.714,339,1144,461,220,117,408,719
178,Middle Tennessee,34,22,12,0.647,2.52,1.02,,12,6,,11,5,,8,5,,2608,2466,,1395,881,2069,0.426,226,747,0.303,478,652,0.733,357,1215,430,219,112,395,569
179,Milwaukee,32,21,11,0.656,0.35,-3.79,,14,6,,13,3,,7,8,,2510,2295,,1290,816,1825,0.447,238,704,0.338,425,584,0.728,276,954,422,220,137,427,633
180,Minnesota,32,15,17,0.469,8.48,10.14,,7,13,,10,9,,5,5,,2178,2231,,1305,790,1789,0.442,212,614,0.345,439,591,0.743,330,1109,477,177,117,339,532
181,Mississippi NCAA,36,24,12,0.667,18.28,12.8,,10,8,,13,3,,5,6,,2779,2582,,1450,869,2002,0.434,283,870,0.325,557,787,0.708,377,1342,504,207,141,507,641
182,Mississippi State NCAA,34,21,13,0.618,17.14,11.79,,8,10,,10,5,,6,5,,2704,2522,,1375,864,1968,0.439,310,866,0.358,484,694,0.697,364,1213,458,212,107,452,588
183,Mississippi Valley State,31,3,28,0.097,-34.6,-4.77,,1,17,,2,9,,1,19,,1678,2506,,1240,898,1798,0.499,255,684,0.373,455,665,0.684,367,1145,475,300,108,320,460
184,Missouri NCAA,34,22,12,0.647,19.49,9.49,,10,8,,18,2,,3,7,,2844,2504,,1365,867,1946,0.446,247,735,0.336,523,695,0.753,373,1114,425,228,120,479,690
185,Missouri State,32,9,23,0.281,-3.94,0.52,,2,18,,7,8,,1,12,,2175,2268,,1315,792,1694,0.468,234,668,0.35,450,631,0.713,283,994,433,212,127,414,527
186,Monmouth,33,13,20,0.394,-8.14,-3.11,,10,8,,8,2,,4,14,,2321,2487,,1335,853,1947,0.438,268,793,0.338,513,703,0.73,409,1252,471,204,120,373,565
187,Montana NCAA,35,25,10,0.714,-1.45,-1.6,,15,3,,15,1,,7,8,,2680,2565,,1405,936,2047,0.457,233,713,0.327,460,622,0.74,330,1144,435,191,100,381,611
188,Montana State,33,15,18,0.455,-2.77,-2.71,,9,9,,11,3,,3,14,,2354,2298,,1325,828,1908,0.434,181,606,0.299,461,601,0.767,330,1164,384,185,78,349,538
189,Morehead State,32,15,17,0.469,-13.65,-7.52,,10,10,,9,5,,6,10,,2116,2199,,1285,778,1776,0.438,206,603,0.342,437,579,0.755,254,1024,361,212,105,320,530
190,Morgan State,32,14,18,0.438,-15.13,-8.55,,7,7,,11,4,,2,13,,2559,2584,,1295,904,2010,0.45,246,688,0.358,530,776,0.683,440,1186,486,236,125,430,572
191,Mount St. Mary's NCAA,36,23,13,0.639,-7.91,-6.48,,12,8,,10,4,,9,8,,2524,2538,,1460,903,2196,0.411,313,989,0.316,419,571,0.734,384,1201,478,316,113,396,580
192,Murray State,33,16,17,0.485,0.81,0.4,,9,11,,7,5,,6,8,,2371,2282,,1350,817,1800,0.454,181,572,0.316,467,633,0.738,285,1079,306,195,115,402,612
193,Navy,34,15,19,0.441,-9.9,-8.78,,10,8,,9,5,,6,12,,2407,2393,,1365,843,1887,0.447,267,773,0.345,440,624,0.705,306,1143,423,193,114,407,604
194,NC State,31,12,19,0.387,5.56,6.36,,5,15,,12,6,,0,11,,2158,2183,,1245,783,1725,0.454,193,563,0.343,424,556,0.763,325,1111,379,158,96,381,492
195,Nebraska,35,21,14,0.6,13.86,10.46,,7,13,,10,6,,5,7,,2660,2541,,1420,905,2117,0.427,329,971,0.339,402,564,0.713,365,1236,473,203,110,431,608
196,Nevada,33,17,16,0.515,9.44,5.25,,8,12,,11,6,,3,8,,2386,2248,,1329,750,1730,0.434,276,773,0.357,472,656,0.72,283,1040,467,188,84,404,637
197,Nevada-Las Vegas,33,18,15,0.545,6.65,5.53,,11,9,,12,5,,5,7,,2285,2248,,1320,785,1851,0.424,256,803,0.319,422,593,0.712,345,1161,481,185,104,388,589
198,New Hampshire,32,8,24,0.25,-19.8,-7.47,,6,10,,6,7,,2,15,,2124,2450,,1280,884,1889,0.468,254,756,0.336,428,606,0.706,336,1192,467,230,143,370,475
199,New Mexico NCAA,35,27,8,0.771,15.2,6.52,,17,3,,16,1,,7,4,,2819,2472,,1410,871,2033,0.428,263,777,0.338,467,703,0.664,326,1230,510,242,144,527,665
200,New Mexico State,32,17,15,0.531,0.86,0.41,,10,8,,9,6,,8,6,,2229,2110,,1285,703,1775,0.396,220,757,0.291,484,695,0.696,308,1069,368,199,116,349,537
201,New Orleans,31,4,27,0.129,-15.16,-0.61,,2,18,,0,11,,3,15,,2105,2556,,1252,935,1981,0.472,306,840,0.364,380,526,0.722,402,1212,547,240,142,349,515
202,Niagara,31,11,20,0.355,-12.79,-8.56,,6,14,,6,7,,3,13,,2122,2214,,1255,786,1720,0.457,240,659,0.364,402,519,0.775,272,1020,437,206,87,350,498
203,Nicholls State,33,20,13,0.606,-2.13,-2.46,,13,7,,11,4,,8,8,,2443,2296,,1330,806,1937,0.416,213,721,0.295,471,664,0.709,376,1242,400,226,147,411,508
204,NJIT,31,6,25,0.194,-17.92,-7.85,,3,13,,4,9,,1,16,,2023,2269,,1245,801,1821,0.44,193,631,0.306,474,693,0.684,351,1163,402,182,113,290,464
205,Norfolk State NCAA,35,24,11,0.686,-3.72,-6.65,,11,3,,11,1,,8,9,,2696,2440,,1410,830,1999,0.415,282,843,0.335,498,702,0.709,407,1138,485,240,124,461,633
206,North Alabama,35,24,11,0.686,1.02,-5.5,,14,4,,16,1,,7,10,,2753,2471,,1410,893,2079,0.43,288,895,0.322,397,570,0.696,371,1216,458,172,130,405,564
207,North Carolina NCAA,37,23,14,0.622,17.27,11.22,,13,7,,12,3,,6,6,,2987,2763,,1490,980,2271,0.432,290,866,0.335,513,693,0.74,367,1248,467,228,147,403,638
208,North Carolina A&T,32,7,25,0.219,-13.28,-4.31,,3,15,,5,9,,2,15,,2213,2439,,1280,871,1950,0.447,250,755,0.331,445,601,0.74,357,1263,498,187,116,344,528
209,North Carolina Central,33,14,19,0.424,-12.91,-8.05,,6,8,,10,4,,2,13,,2600,2501,,1340,882,1837,0.48,191,617,0.31,546,761,0.717,368,1107,427,209,106,528,594
210,North Dakota,33,12,21,0.364,-7.39,-1.49,,5,11,,8,6,,2,12,,2550,2624,,1320,936,1976,0.474,288,797,0.361,464,623,0.745,312,1156,446,213,115,356,606
211,North Dakota State,32,21,11,0.656,1.11,-3.58,,10,6,,11,4,,8,6,,2595,2386,,1296,876,1977,0.443,263,769,0.342,371,530,0.7,324,1053,359,187,77,252,540
212,North Florida,32,15,17,0.469,-8.48,-3.74,,8,10,,8,6,,7,10,,2651,2712,,1295,1015,2110,0.481,223,646,0.345,459,642,0.715,395,1285,531,225,125,350,461
213,North Texas,36,27,9,0.75,7.7,0.84,,14,4,,17,1,,8,5,,2447,2165,,1440,738,1785,0.413,212,681,0.311,477,643,0.742,309,1057,351,217,103,439,571
214,Northeastern,32,17,15,0.531,-4.64,-5.08,,9,9,,8,5,,7,8,,2243,2229,,1280,810,1832,0.442,222,636,0.349,387,556,0.696,344,1084,386,225,122,391,486
215,Northern Arizona,34,18,16,0.529,-6.53,-5.73,,8,10,,10,5,,7,8,,2581,2435,,1361,869,1916,0.454,259,724,0.358,438,612,0.716,266,1095,449,190,110,365,555
216,Northern Colorado,35,25,10,0.714,1.1,-3.84,,15,3,,13,2,,9,7,,2822,2545,,1415,904,1992,0.454,239,687,0.348,498,672,0.741,258,1053,344,217,114,383,568
217,Northern Illinois,31,6,25,0.194,-16.6,-4.52,,2,16,,5,10,,1,15,,2199,2383,,1255,794,1786,0.445,251,680,0.369,544,766,0.71,328,1274,430,204,87,392,518
218,Northern Iowa,33,20,13,0.606,5.24,0.46,,14,6,,14,3,,5,6,,2418,2223,,1325,799,1828,0.437,267,754,0.354,358,508,0.705,276,1042,357,223,88,384,556
219,Northern Kentucky,33,17,16,0.515,-4.79,-3.14,,11,9,,12,6,,5,10,,2371,2377,,1340,847,1890,0.448,275,758,0.363,408,554,0.736,351,1146,451,222,104,457,567
220,Northwestern,33,17,16,0.515,14.4,11.13,,7,13,,12,5,,2,9,,2390,2282,,1340,776,1793,0.433,238,704,0.338,492,656,0.75,324,1121,473,182,114,439,553
221,Northwestern State,32,16,16,0.5,-5.07,-1.44,,12,8,,9,5,,6,10,,2146,2204,,1290,765,1805,0.424,257,714,0.36,417,590,0.707,366,1086,389,237,126,375,503
222,Notre Dame,33,15,18,0.455,7.07,6.92,,8,12,,11,5,,3,9,,2397,2392,,1355,856,1907,0.449,248,772,0.321,432,573,0.754,292,1073,472,198,107,331,552
223,Oakland,34,16,18,0.471,-2.67,-0.95,,11,9,,9,4,,6,11,,2402,2436,,1390,872,1992,0.438,293,824,0.356,399,544,0.733,379,1150,537,205,112,366,592
224,Ohio,32,16,16,0.5,-2.63,-4.37,,10,8,,12,3,,3,10,,2554,2449,,1290,872,1909,0.457,232,625,0.371,473,672,0.704,323,1146,416,214,98,412,587
225,Ohio State,32,17,15,0.531,17.86,12.58,,9,11,,11,6,,4,7,,2522,2353,,1310,793,1851,0.428,212,696,0.305,555,738,0.752,339,1089,380,135,107,376,603
226,Oklahoma NCAA,34,20,14,0.588,14.86,11.22,,6,12,,12,5,,2,7,,2661,2537,,1360,885,1983,0.446,252,832,0.303,515,707,0.728,376,1168,417,246,116,432,626
227,Oklahoma State,35,17,18,0.486,6.89,10.18,,7,13,,13,4,,3,10,,2556,2671,,1400,922,2027,0.455,305,864,0.353,522,737,0.708,353,1219,512,281,151,511,664
228,Old Dominion,35,15,20,0.429,-9.71,-4.25,,8,10,,7,9,,5,7,,2376,2502,,1410,891,2020,0.441,240,716,0.335,478,690,0.693,390,1259,444,237,133,372,540
229,Omaha NCAA,35,22,13,0.629,-1.61,-2.43,,13,3,,11,2,,7,9,,2707,2634,,1400,899,2007,0.448,310,892,0.348,526,735,0.716,308,1159,461,202,104,363,645
230,Oral Roberts,30,7,23,0.233,-11.71,-0.78,,3,13,,7,7,,0,15,,2200,2356,,1205,820,1755,0.467,244,715,0.341,472,614,0.769,307,1083,435,176,92,309,520
231,Oregon NCAA,35,25,10,0.714,18,12.32,,12,8,,12,4,,7,4,,2679,2480,,1415,905,2109,0.429,253,798,0.317,417,581,0.718,367,1182,457,213,114,425,619
232,Oregon State,33,20,13,0.606,8.62,2.24,,10,8,,15,3,,3,7,,2516,2276,,1335,801,1844,0.434,262,757,0.346,412,571,0.722,313,973,460,199,86,364,598
233,Pacific,33,9,24,0.273,-7.11,2.09,,4,14,,5,10,,2,13,,2295,2500,,1330,852,1894,0.45,262,757,0.346,534,695,0.768,306,1124,510,234,100,351,568
234,Penn State,31,16,15,0.516,13.57,7.7,,6,14,,11,6,,3,8,,2452,2270,,1240,819,1815,0.451,245,695,0.353,387,533,0.726,310,1036,523,230,100,436,596
235,Pennsylvania,27,8,19,0.296,-10.56,-2.74,,4,10,,5,8,,3,10,,1878,2089,,1085,757,1660,0.456,244,650,0.375,331,428,0.773,282,994,407,159,85,246,407
236,Pepperdine,35,13,22,0.371,-2.82,2.56,,4,14,,7,9,,2,11,,2560,2681,,1400,980,2154,0.455,284,837,0.339,437,580,0.753,365,1258,507,216,112,374,600
237,Pittsburgh,32,17,15,0.531,13.27,8.24,,8,12,,13,4,,3,9,,2428,2267,,1290,790,1800,0.439,258,744,0.347,429,591,0.726,321,1088,416,175,86,395,566
238,Portland,32,12,20,0.375,-7.29,2.17,,7,11,,9,7,,3,9,,2334,2574,,1300,959,2077,0.462,323,859,0.376,333,451,0.738,341,1178,552,241,91,305,555
239,Portland State,32,19,13,0.594,-4.41,-5.27,,11,7,,13,1,,5,10,,2418,2227,,1285,777,1819,0.427,221,695,0.318,452,611,0.74,326,1071,415,213,99,464,566
240,Prairie View,32,5,27,0.156,-19.3,-7.3,,4,14,,3,7,,2,19,,2286,2637,,1280,944,1869,0.505,220,615,0.358,529,759,0.697,386,1246,484,197,115,460,579
241,Presbyterian,33,14,19,0.424,-6.68,-4.35,,7,9,,8,5,,4,12,,2449,2341,,1335,823,1807,0.455,208,625,0.333,487,685,0.711,319,1093,381,203,102,406,529
242,Princeton,30,19,11,0.633,-2.85,-2.49,,8,6,,9,4,,7,4,,2209,2162,,1200,766,1680,0.456,240,675,0.356,390,519,0.751,231,1013,392,196,116,364,446
243,Providence,32,12,20,0.375,7.17,8.33,,6,14,,10,6,,2,9,,2283,2320,,1285,818,1889,0.433,234,698,0.335,450,620,0.726,332,1061,400,234,93,295,479
244,Purdue NCAA,36,24,12,0.667,20.8,13.91,,13,7,,14,2,,5,6,,2781,2533,,1440,914,2024,0.452,269,863,0.312,436,609,0.716,351,1107,530,213,106,418,644
245,Purdue Fort Wayne,32,19,13,0.594,-1,-4.06,,12,8,,12,2,,6,10,,2583,2388,,1295,871,1887,0.462,241,756,0.319,405,549,0.738,342,1182,430,177,102,477,537
246,Queens (NC),35,20,15,0.571,-5.41,-4.95,,11,7,,9,5,,9,9,,2685,2611,,1415,944,2113,0.447,267,783,0.341,456,646,0.706,366,1225,435,278,118,418,599
247,Quinnipiac,33,20,13,0.606,-5.94,-7.72,,15,5,,12,2,,7,10,,2439,2358,,1325,847,2006,0.422,267,756,0.353,397,560,0.709,300,1080,481,261,142,407,525
248,Radford,33,20,13,0.606,-2.72,-3.43,,9,7,,10,3,,7,9,,2441,2314,,1330,790,1816,0.435,255,719,0.355,479,638,0.751,320,1030,370,204,93,364,615
249,Rhode Island,31,18,13,0.581,1.06,-0.91,,7,11,,14,3,,1,9,,2419,2328,,1255,829,1938,0.428,245,767,0.319,425,589,0.722,339,1103,426,259,120,357,627
250,Rice,32,13,19,0.406,-2.08,-2.12,,4,14,,7,8,,4,8,,2249,2249,,1290,775,1847,0.42,218,675,0.323,481,670,0.718,342,1117,371,226,106,299,641
251,Richmond,32,10,22,0.313,-5.48,1.45,,5,13,,6,9,,2,11,,2137,2302,,1310,770,1777,0.433,295,846,0.349,467,645,0.724,294,1145,397,189,92,333,495
252,Rider,33,14,19,0.424,-12.06,-7.24,,9,11,,5,7,,8,11,,2211,2370,,1320,868,1895,0.458,277,776,0.357,357,517,0.691,338,1114,468,203,117,344,506
253,Robert Morris NCAA,35,26,9,0.743,0.4,-4.92,,15,5,,16,2,,8,6,,2694,2485,,1425,902,2042,0.442,244,730,0.334,437,608,0.719,343,1141,466,250,124,457,668
254,Rutgers,32,15,17,0.469,10.41,10.94,,8,12,,11,5,,3,8,,2465,2482,,1305,904,1957,0.462,259,737,0.351,415,596,0.696,367,1172,466,184,104,394,614
255,Sacramento State,32,7,25,0.219,-14.1,-4.06,,3,15,,5,11,,2,13,,2119,2257,,1280,765,1710,0.447,275,787,0.349,452,634,0.713,273,1062,444,239,91,375,548
256,Sacred Heart,33,15,18,0.455,-9,-8.41,,10,10,,8,5,,5,11,,2502,2481,,1325,884,2007,0.44,310,868,0.357,403,543,0.742,349,1182,532,249,117,410,496
257,Saint Francis (PA) NCAA,34,16,18,0.471,-12.76,-7.41,,8,8,,10,4,,6,13,,2415,2433,,1385,880,2037,0.432,270,874,0.309,403,550,0.733,346,1169,444,273,98,376,484
258,Saint Joseph's,35,22,13,0.629,7.28,0.85,,11,7,,13,5,,4,6,,2627,2402,,1410,878,2122,0.414,233,698,0.334,413,550,0.751,359,1215,446,234,109,391,565
259,Saint Louis,34,19,15,0.559,3.04,2.04,,11,7,,14,3,,4,9,,2527,2423,,1370,893,2117,0.422,275,831,0.331,362,515,0.703,358,1187,428,247,108,352,532
260,Saint Mary's (CA) NCAA,35,29,6,0.829,17.43,6.46,,17,1,,16,1,,9,1,,2551,2138,,1410,797,1939,0.411,191,614,0.311,353,477,0.74,289,1029,432,181,102,370,584
261,Saint Peter's,28,12,16,0.429,-10.64,-8.45,,7,13,,6,6,,6,10,,1848,1842,,1130,624,1522,0.41,182,580,0.314,412,566,0.728,296,918,315,194,114,337,465
262,Sam Houston,32,13,19,0.406,-2.86,1.31,,6,12,,9,4,,3,13,,2411,2433,,1295,852,1907,0.447,284,796,0.357,445,618,0.72,350,1116,443,224,92,394,578
263,Samford,33,22,11,0.667,1.13,-3.58,,12,6,,13,3,,9,7,,2736,2492,,1330,835,1863,0.448,284,827,0.343,538,769,0.7,376,1163,500,268,117,532,546
264,San Diego,33,6,27,0.182,-8.37,1.63,,2,16,,5,13,,0,12,,2314,2629,,1320,865,1860,0.465,272,707,0.385,627,852,0.736,346,1232,492,235,122,438,582
265,San Diego State NCAA,31,21,10,0.677,12.77,8.14,,14,6,,12,3,,6,4,,2194,2004,,1250,654,1709,0.383,249,801,0.311,445,630,0.706,351,1099,332,182,89,412,548
266,San Francisco,35,25,10,0.714,10.46,3.87,,13,5,,17,3,,5,5,,2660,2420,,1405,857,1977,0.433,197,705,0.279,509,721,0.706,335,1210,408,236,90,436,632
267,San Jose State,35,15,20,0.429,0.5,4.05,,7,13,,7,9,,3,9,,2525,2568,,1415,962,2106,0.457,248,768,0.323,394,571,0.69,386,1242,497,219,105,387,533
268,Santa Clara,34,21,13,0.618,13.22,4.25,,12,6,,12,5,,6,5,,2786,2481,,1375,883,2040,0.433,253,809,0.313,462,639,0.723,330,1119,512,208,117,401,535
269,Seattle,32,14,18,0.438,-0.21,-1.35,,8,8,,9,5,,4,11,,2254,2125,,1280,742,1681,0.441,203,646,0.314,438,619,0.708,267,1066,418,207,127,460,629
270,Seton Hall,32,7,25,0.219,-0.26,8.36,,2,18,,5,11,,0,11,,1970,2246,,1295,757,1627,0.465,264,722,0.366,468,645,0.726,297,1088,448,221,132,466,544
271,Siena,32,14,18,0.438,-7.46,-7.58,,9,11,,9,5,,4,10,,2311,2307,,1300,833,1817,0.458,213,621,0.343,428,570,0.751,306,1085,414,218,107,399,604
272,South Alabama,32,21,11,0.656,1.52,-4.12,,13,5,,13,4,,8,6,,2334,2066,,1310,702,1822,0.385,360,1083,0.332,302,432,0.699,372,1154,488,185,103,449,494
273,South Carolina,32,12,20,0.375,9.89,11.55,,2,16,,10,8,,1,10,,2233,2286,,1290,834,1835,0.454,221,635,0.348,397,558,0.711,292,1033,416,251,147,335,604
274,South Carolina State,33,20,13,0.606,-4.62,-9.05,,11,3,,10,2,,7,10,,2624,2324,,1330,786,1784,0.441,186,600,0.31,566,818,0.692,342,1050,427,243,95,547,655
275,South Carolina Upstate,32,6,26,0.188,-15.67,-2.7,,2,14,,4,10,,2,14,,2393,2673,,1280,933,1951,0.478,267,778,0.343,540,758,0.712,351,1209,435,261,93,401,546
276,South Dakota,33,19,14,0.576,-5.69,-3.49,,9,7,,14,2,,4,11,,2812,2763,,1320,980,2100,0.467,288,824,0.35,515,712,0.723,419,1303,498,164,108,442,683
277,South Dakota State,32,20,12,0.625,2.15,-1.82,,11,5,,13,1,,4,8,,2546,2352,,1280,821,1931,0.425,300,904,0.332,410,543,0.755,260,991,377,225,81,301,565
278,South Florida,32,13,19,0.406,-2.15,-0.18,,6,12,,9,6,,2,10,,2381,2385,,1290,822,1898,0.433,238,716,0.332,503,684,0.735,383,1218,452,204,118,421,552
279,Southeast Missouri State,33,21,12,0.636,-4.84,-7.8,,15,5,,12,3,,8,7,,2442,2212,,1330,755,1822,0.414,166,587,0.283,536,741,0.723,301,1128,314,193,91,452,508
280,Southeastern Louisiana,32,18,14,0.563,-4,-4.67,,12,8,,8,4,,9,8,,2324,2232,,1290,774,1776,0.436,252,766,0.329,432,640,0.675,323,1082,392,194,122,415,542
281,Southern,32,20,12,0.625,-6.83,-7.9,,15,3,,11,1,,9,10,,2392,2184,,1291,727,1729,0.42,229,686,0.334,501,721,0.695,291,1030,434,221,151,495,572
282,Southern California,35,17,18,0.486,12.97,10.86,,7,13,,12,7,,3,7,,2685,2611,,1410,916,2014,0.455,257,779,0.33,522,696,0.75,351,1128,530,240,116,431,628
283,Southern Illinois,33,14,19,0.424,-2.22,1.07,,8,12,,7,8,,5,7,,2405,2458,,1330,861,1928,0.447,274,766,0.358,462,650,0.711,319,1098,457,240,103,357,559
284,SIU Edwardsville NCAA,34,22,12,0.647,-6.12,-7.44,,13,7,,12,3,,7,8,,2436,2260,,1370,786,1954,0.402,250,762,0.328,438,618,0.709,358,1220,386,220,96,425,568
285,Southern Indiana,30,10,20,0.333,-13.86,-8.4,,5,15,,8,7,,2,13,,2144,2204,,1215,784,1778,0.441,229,649,0.353,407,604,0.674,339,1112,364,223,95,352,495
286,Southern Methodist,35,24,11,0.686,14.35,5.72,,13,7,,13,6,,7,4,,2797,2495,,1400,856,2072,0.413,282,852,0.331,501,677,0.74,387,1152,531,226,136,435,637
287,Southern Mississippi,33,11,22,0.333,-9.91,-3.33,,5,13,,9,6,,1,13,,2352,2507,,1330,887,2037,0.435,250,781,0.32,483,685,0.705,371,1234,455,280,113,383,537
288,Southern Utah,31,12,19,0.387,-10.63,-2.13,,4,12,,8,7,,3,11,,2163,2285,,1240,851,1943,0.438,178,549,0.324,405,594,0.682,367,1125,424,263,108,338,589
289,St. Bonaventure,34,22,12,0.647,2.92,0.07,,9,9,,12,4,,7,6,,2334,2218,,1365,798,1889,0.422,291,888,0.328,331,459,0.721,300,1120,464,209,116,425,502
290,St. John's (NY) NCAA,36,31,5,0.861,21.25,8.56,,18,2,,18,0,,8,2,,2825,2368,,1460,836,2107,0.397,263,860,0.306,433,646,0.67,404,1280,462,235,136,547,626
291,St. Thomas,34,24,10,0.706,1.01,-4.51,,12,4,,14,0,,7,8,,2827,2544,,1365,872,1956,0.446,286,813,0.352,514,687,0.748,350,1188,454,171,101,452,602
292,Stanford,35,21,14,0.6,8.78,6.07,,11,9,,17,3,,3,8,,2571,2476,,1400,872,1945,0.448,219,656,0.334,513,691,0.742,326,1164,353,189,81,408,564
293,Stephen F. Austin,31,14,17,0.452,-8.01,-3.29,,7,13,,8,8,,6,9,,2065,2118,,1255,747,1793,0.417,221,664,0.333,403,593,0.68,371,1102,399,282,105,439,509
